"","year","inst","numx","men","women"
"1",1975,1,1,50564,102041
"2",1975,1,2,14282,11406
"3",1975,1,3,13398,6260
"4",1975,1,4,8744,9238
"5",1975,1,5,156179,11990
"6",1975,1,6,438319,21532
"7",1975,1,7,31336,19284
"8",1975,1,8,9390,637
"9",1975,1,9,10150,2581
"10",1975,1,10,11403,562
"11",1975,1,11,9467,2318
"12",1975,1,12,2011,716
"13",1975,1,13,1812,146
"14",1975,1,14,8138,921
"15",1975,1,15,72247,52
"16",1975,1,16,86489,305
"17",1975,1,17,80735,919
"18",1975,1,18,37114,867
"19",1975,1,19,6215,111
"20",1975,1,20,1598,8
"21",1975,1,21,1425,4
"22",1975,1,22,7233,22
"23",1975,1,23,2473,125
"24",1975,1,24,1789,2
"25",1975,1,25,1853,1
"26",1975,1,26,19340,175
"27",1975,1,27,994,148
"28",1975,1,28,11555,160
"29",1975,1,29,11313,1243
"30",1975,1,30,8611,1596
"31",1975,1,31,5332,28
"32",1975,1,32,6106,214
"33",1975,1,33,4252,62
"34",1975,1,34,552,36
"35",1975,1,35,8691,1271
"36",1975,1,36,6841,204
"37",1975,1,37,2047,597
"38",1975,1,38,34921,4369
"39",1975,1,39,15128,2898
"40",1975,1,40,11186,19956
"41",1975,1,41,22,431
"42",1975,1,42,1311,2301
"43",1975,1,43,1861,0
"44",1975,1,44,48,8703
"45",1975,1,45,21,8336
"46",1975,1,46,0,5580
"47",1975,1,47,52,575
"48",1975,1,48,0,5766
"49",1975,1,49,6298,10887
"50",1975,1,50,14900,29311
"51",1975,1,51,8686,9090
"52",1975,1,52,396,536
"53",1975,1,53,2735,2555
"54",1975,1,54,45,73
"55",1975,1,55,84,241
"56",1975,1,56,966,2946
"57",1975,1,57,97,2206
"58",1975,1,58,14534,5789
"59",1975,1,59,885,6226
"60",1975,1,60,3448,2477
"61",1975,1,61,3767,1394
"62",1975,1,62,2319,15864
"63",1975,1,63,6785,2910
"64",1975,1,64,1461,1677
"65",1975,1,66,7075,4826
"66",1975,1,67,6639,405
"67",1975,2,1,6340,4495
"68",1975,2,2,1137,751
"69",1975,2,3,1069,533
"70",1975,2,4,2164,1264
"71",1975,2,5,13141,906
"72",1975,2,6,25670,1190
"73",1975,2,7,735,168
"74",1975,2,8,1365,65
"75",1975,2,9,3397,642
"76",1975,2,10,4137,294
"77",1975,2,11,3113,875
"78",1975,2,12,1679,554
"79",1975,2,13,1050,62
"80",1975,2,14,4180,534
"81",1975,2,15,18020,16
"82",1975,2,16,19561,117
"83",1975,2,17,10675,88
"84",1975,2,18,15545,334
"85",1975,2,19,2584,18
"86",1975,2,20,727,3
"87",1975,2,21,1149,3
"88",1975,2,22,3723,12
"89",1975,2,23,2473,125
"90",1975,2,24,732,0
"91",1975,2,25,328,0
"92",1975,2,26,698,3
"93",1975,2,27,600,88
"94",1975,2,28,6040,68
"95",1975,2,29,5231,806
"96",1975,2,30,4102,1033
"97",1975,2,31,3630,20
"98",1975,2,32,833,56
"99",1975,2,33,2472,46
"100",1975,2,34,552,36
"101",1975,2,35,2822,398
"102",1975,2,36,3376,107
"103",1975,2,37,1226,212
"104",1975,2,38,16775,1596
"105",1975,2,39,1711,350
"106",1975,2,40,1303,2828
"107",1975,2,41,22,38
"108",1975,2,42,360,363
"109",1975,2,43,1861,0
"110",1975,2,44,0,181
"111",1975,2,45,0,221
"112",1975,2,46,0,230
"113",1975,2,47,0,112
"114",1975,2,48,0,148
"115",1975,2,49,1010,918
"116",1975,2,50,14900,29311
"117",1975,2,51,8686,9090
"118",1975,2,52,396,536
"119",1975,2,53,2735,2555
"120",1975,2,54,45,73
"121",1975,2,55,84,241
"122",1975,2,56,966,2946
"123",1975,2,57,97,2206
"124",1975,2,58,393,105
"125",1975,2,59,506,236
"126",1975,2,60,305,99
"127",1975,2,61,35,8
"128",1975,2,62,373,542
"129",1975,2,63,400,210
"130",1975,2,64,537,152
"131",1975,2,66,4005,917
"132",1975,2,67,6251,346
"133",1975,3,1,3453,5616
"134",1975,3,2,114,63
"135",1975,3,3,24,4
"136",1975,3,4,460,268
"137",1975,3,5,1991,202
"138",1975,3,6,11912,913
"139",1975,3,7,159,607
"140",1975,3,8,0,0
"141",1975,3,9,199,35
"142",1975,3,10,281,10
"143",1975,3,11,216,51
"144",1975,3,12,127,42
"145",1975,3,13,106,9
"146",1975,3,14,314,68
"147",1975,3,15,1207,0
"148",1975,3,16,284,8
"149",1975,3,17,730,14
"150",1975,3,18,955,8
"151",1975,3,19,170,3
"152",1975,3,20,0,0
"153",1975,3,21,0,0
"154",1975,3,22,416,0
"155",1975,3,23,0,0
"156",1975,3,24,136,0
"157",1975,3,25,153,0
"158",1975,3,26,145,2
"159",1975,3,27,0,0
"160",1975,3,28,0,0
"161",1975,3,29,313,63
"162",1975,3,30,238,40
"163",1975,3,31,124,1
"164",1975,3,32,0,0
"165",1975,3,33,154,0
"166",1975,3,34,0,0
"167",1975,3,35,147,26
"168",1975,3,36,0,0
"169",1975,3,37,0,0
"170",1975,3,38,3334,386
"171",1975,3,39,660,91
"172",1975,3,40,684,766
"173",1975,3,41,0,92
"174",1975,3,42,0,0
"175",1975,3,43,0,0
"176",1975,3,44,0,760
"177",1975,3,45,5,844
"178",1975,3,46,0,449
"179",1975,3,47,52,129
"180",1975,3,48,0,238
"181",1975,3,49,0,0
"182",1975,3,50,0,0
"183",1975,3,51,0,0
"184",1975,3,52,0,0
"185",1975,3,53,0,0
"186",1975,3,54,0,0
"187",1975,3,55,0,0
"188",1975,3,56,0,0
"189",1975,3,57,0,0
"190",1975,3,58,0,0
"191",1975,3,59,358,1062
"192",1975,3,60,550,297
"193",1975,3,61,302,119
"194",1975,3,62,117,398
"195",1975,3,63,39,83
"196",1975,3,64,0,0
"197",1975,3,66,0,0
"198",1975,3,67,0,0
"199",1975,4,1,40771,91930
"200",1975,4,2,13031,10592
"201",1975,4,3,12305,5723
"202",1975,4,4,6120,7706
"203",1975,4,5,141047,10882
"204",1975,4,6,400737,19429
"205",1975,4,7,30442,18509
"206",1975,4,8,8025,572
"207",1975,4,9,6554,1904
"208",1975,4,10,6985,258
"209",1975,4,11,6138,1392
"210",1975,4,12,205,120
"211",1975,4,13,656,75
"212",1975,4,14,3644,319
"213",1975,4,15,53020,36
"214",1975,4,16,65644,180
"215",1975,4,17,69330,817
"216",1975,4,18,20614,525
"217",1975,4,19,3461,90
"218",1975,4,20,871,5
"219",1975,4,21,276,1
"220",1975,4,22,3094,10
"221",1975,4,23,0,0
"222",1975,4,24,921,2
"223",1975,4,25,1372,1
"224",1975,4,26,18497,170
"225",1975,4,27,394,60
"226",1975,4,28,5515,92
"227",1975,4,29,5769,374
"228",1975,4,30,4271,523
"229",1975,4,31,1578,7
"230",1975,4,32,5273,158
"231",1975,4,33,1626,16
"232",1975,4,34,0,0
"233",1975,4,35,5722,847
"234",1975,4,36,3465,97
"235",1975,4,37,821,385
"236",1975,4,38,14812,2387
"237",1975,4,39,12757,2457
"238",1975,4,40,9199,16362
"239",1975,4,41,0,301
"240",1975,4,42,951,1938
"241",1975,4,43,0,0
"242",1975,4,44,48,7762
"243",1975,4,45,16,7271
"244",1975,4,46,0,4901
"245",1975,4,47,0,334
"246",1975,4,48,0,5380
"247",1975,4,49,5288,9969
"248",1975,4,50,0,0
"249",1975,4,51,0,0
"250",1975,4,52,0,0
"251",1975,4,53,0,0
"252",1975,4,54,0,0
"253",1975,4,55,0,0
"254",1975,4,56,0,0
"255",1975,4,57,0,0
"256",1975,4,58,14141,5684
"257",1975,4,59,21,4928
"258",1975,4,60,2593,2081
"259",1975,4,61,3430,1267
"260",1975,4,62,1829,14924
"261",1975,4,63,6346,2617
"262",1975,4,64,924,1525
"263",1975,4,66,3070,3909
"264",1975,4,67,388,59
"265",1976,1,1,50865,105908
"266",1976,1,2,14725,11780
"267",1976,1,3,13490,6673
"268",1976,1,4,9267,10754
"269",1976,1,5,159262,12357
"270",1976,1,6,448637,23876
"271",1976,1,7,32403,19644
"272",1976,1,8,10385,750
"273",1976,1,9,10443,2645
"274",1976,1,10,11679,568
"275",1976,1,11,9517,2372
"276",1976,1,12,2215,809
"277",1976,1,13,1884,155
"278",1976,1,14,8242,1014
"279",1976,1,15,72676,47
"280",1976,1,16,88948,362
"281",1976,1,17,82548,930
"282",1976,1,18,37307,909
"283",1976,1,19,6140,137
"284",1976,1,20,1665,13
"285",1976,1,21,1423,8
"286",1976,1,22,7327,22
"287",1976,1,23,2468,136
"288",1976,1,24,1750,2
"289",1976,1,25,1893,4
"290",1976,1,26,19615,197
"291",1976,1,27,1007,162
"292",1976,1,28,11843,174
"293",1976,1,29,11508,1241
"294",1976,1,30,8547,1696
"295",1976,1,31,5357,35
"296",1976,1,32,6257,223
"297",1976,1,33,4258,63
"298",1976,1,34,575,38
"299",1976,1,35,8824,1402
"300",1976,1,36,6858,220
"301",1976,1,37,2194,626
"302",1976,1,38,37353,4853
"303",1976,1,39,15934,3007
"304",1976,1,40,11883,20800
"305",1976,1,41,29,549
"306",1976,1,42,1435,2410
"307",1976,1,43,1882,0
"308",1976,1,44,63,9102
"309",1976,1,45,12,8490
"310",1976,1,46,0,5834
"311",1976,1,47,51,607
"312",1976,1,48,1,6328
"313",1976,1,49,6845,11603
"314",1976,1,50,15464,29868
"315",1976,1,51,9001,9030
"316",1976,1,52,427,514
"317",1976,1,53,2748,2663
"318",1976,1,54,47,80
"319",1976,1,55,110,301
"320",1976,1,56,1008,2940
"321",1976,1,57,140,2527
"322",1976,1,58,15734,6218
"323",1976,1,59,1081,7910
"324",1976,1,60,3504,2147
"325",1976,1,61,3874,2062
"326",1976,1,62,2344,16842
"327",1976,1,63,6781,3034
"328",1976,1,64,1654,1819
"329",1976,1,65,255,91
"330",1976,1,66,7235,4869
"331",1976,1,67,6474,414
"332",1976,2,1,6289,4781
"333",1976,2,2,1135,742
"334",1976,2,3,1013,510
"335",1976,2,4,2316,1359
"336",1976,2,5,14542,946
"337",1976,2,6,25106,1280
"338",1976,2,7,659,162
"339",1976,2,8,2131,144
"340",1976,2,9,3356,649
"341",1976,2,10,4216,303
"342",1976,2,11,3043,874
"343",1976,2,12,1805,608
"344",1976,2,13,1118,75
"345",1976,2,14,4392,578
"346",1976,2,15,18165,15
"347",1976,2,16,20763,146
"348",1976,2,17,11419,101
"349",1976,2,18,15508,347
"350",1976,2,19,2646,17
"351",1976,2,20,753,3
"352",1976,2,21,1146,6
"353",1976,2,22,3806,12
"354",1976,2,23,2468,136
"355",1976,2,24,699,0
"356",1976,2,25,340,1
"357",1976,2,26,674,3
"358",1976,2,27,602,97
"359",1976,2,28,6419,72
"360",1976,2,29,5392,809
"361",1976,2,30,4093,1088
"362",1976,2,31,3682,28
"363",1976,2,32,844,46
"364",1976,2,33,2502,50
"365",1976,2,34,575,38
"366",1976,2,35,2858,450
"367",1976,2,36,3471,121
"368",1976,2,37,1367,211
"369",1976,2,38,18029,1730
"370",1976,2,39,1780,356
"371",1976,2,40,1322,2837
"372",1976,2,41,25,92
"373",1976,2,42,427,383
"374",1976,2,43,1882,0
"375",1976,2,44,0,200
"376",1976,2,45,0,227
"377",1976,2,46,0,242
"378",1976,2,47,0,116
"379",1976,2,48,0,150
"380",1976,2,49,1047,969
"381",1976,2,50,15464,29868
"382",1976,2,51,9001,9030
"383",1976,2,52,427,514
"384",1976,2,53,2748,2663
"385",1976,2,54,47,80
"386",1976,2,55,110,301
"387",1976,2,56,1008,2940
"388",1976,2,57,140,2527
"389",1976,2,58,212,58
"390",1976,2,59,663,517
"391",1976,2,60,318,98
"392",1976,2,61,118,39
"393",1976,2,62,370,556
"394",1976,2,63,338,200
"395",1976,2,64,601,144
"396",1976,2,65,255,91
"397",1976,2,66,4001,995
"398",1976,2,67,6108,365
"399",1976,3,1,3343,5637
"400",1976,3,2,123,66
"401",1976,3,3,20,5
"402",1976,3,4,443,285
"403",1976,3,5,2223,215
"404",1976,3,6,11258,948
"405",1976,3,7,822,646
"406",1976,3,8,0,0
"407",1976,3,9,204,33
"408",1976,3,10,286,10
"409",1976,3,11,212,60
"410",1976,3,12,128,39
"411",1976,3,13,108,7
"412",1976,3,14,291,126
"413",1976,3,15,1198,0
"414",1976,3,16,1266,8
"415",1976,3,17,733,11
"416",1976,3,18,951,10
"417",1976,3,19,175,5
"418",1976,3,20,0,0
"419",1976,3,21,0,0
"420",1976,3,22,432,0
"421",1976,3,23,0,0
"422",1976,3,24,140,0
"423",1976,3,25,149,0
"424",1976,3,26,154,2
"425",1976,3,27,0,0
"426",1976,3,28,0,0
"427",1976,3,29,325,54
"428",1976,3,30,227,51
"429",1976,3,31,133,2
"430",1976,3,32,0,0
"431",1976,3,33,141,1
"432",1976,3,34,0,0
"433",1976,3,35,125,36
"434",1976,3,36,0,0
"435",1976,3,37,0,0
"436",1976,3,38,3358,396
"437",1976,3,39,673,88
"438",1976,3,40,696,754
"439",1976,3,41,0,91
"440",1976,3,42,0,0
"441",1976,3,43,0,0
"442",1976,3,44,0,903
"443",1976,3,45,3,779
"444",1976,3,46,0,421
"445",1976,3,47,51,135
"446",1976,3,48,1,242
"447",1976,3,49,0,0
"448",1976,3,50,0,0
"449",1976,3,51,0,0
"450",1976,3,52,0,0
"451",1976,3,53,0,0
"452",1976,3,54,0,0
"453",1976,3,55,0,0
"454",1976,3,56,0,0
"455",1976,3,57,0,0
"456",1976,3,58,0,0
"457",1976,3,59,327,1052
"458",1976,3,60,539,314
"459",1976,3,61,288,136
"460",1976,3,62,116,394
"461",1976,3,63,30,91
"462",1976,3,64,0,0
"463",1976,3,65,0,0
"464",1976,3,66,0,0
"465",1976,3,67,0,0
"466",1976,4,1,41233,95490
"467",1976,4,2,13467,10972
"468",1976,4,3,12457,6158
"469",1976,4,4,6508,9110
"470",1976,4,5,142497,11196
"471",1976,4,6,412273,21648
"472",1976,4,7,30922,18836
"473",1976,4,8,8254,606
"474",1976,4,9,6883,1963
"475",1976,4,10,7177,255
"476",1976,4,11,6262,1438
"477",1976,4,12,282,162
"478",1976,4,13,658,73
"479",1976,4,14,3559,310
"480",1976,4,15,53313,32
"481",1976,4,16,66919,208
"482",1976,4,17,70396,818
"483",1976,4,18,20848,552
"484",1976,4,19,3319,115
"485",1976,4,20,912,10
"486",1976,4,21,277,2
"487",1976,4,22,3089,10
"488",1976,4,23,0,0
"489",1976,4,24,911,2
"490",1976,4,25,1404,3
"491",1976,4,26,18787,192
"492",1976,4,27,405,65
"493",1976,4,28,5424,102
"494",1976,4,29,5791,378
"495",1976,4,30,4227,557
"496",1976,4,31,1542,5
"497",1976,4,32,5413,177
"498",1976,4,33,1615,12
"499",1976,4,34,0,0
"500",1976,4,35,5841,916
"501",1976,4,36,3387,99
"502",1976,4,37,827,415
"503",1976,4,38,15966,2727
"504",1976,4,39,13481,2563
"505",1976,4,40,9865,17209
"506",1976,4,41,4,366
"507",1976,4,42,1008,2027
"508",1976,4,43,0,0
"509",1976,4,44,63,7999
"510",1976,4,45,9,7484
"511",1976,4,46,0,5171
"512",1976,4,47,0,356
"513",1976,4,48,0,5936
"514",1976,4,49,5798,10634
"515",1976,4,50,0,0
"516",1976,4,51,0,0
"517",1976,4,52,0,0
"518",1976,4,53,0,0
"519",1976,4,54,0,0
"520",1976,4,55,0,0
"521",1976,4,56,0,0
"522",1976,4,57,0,0
"523",1976,4,58,15522,6160
"524",1976,4,59,91,6341
"525",1976,4,60,2647,1735
"526",1976,4,61,3468,1887
"527",1976,4,62,1858,15892
"528",1976,4,63,6413,2743
"529",1976,4,64,1053,1675
"530",1976,4,65,0,0
"531",1976,4,66,3234,3874
"532",1976,4,67,366,49
"533",1977,1,1,51838,108573
"534",1977,1,2,15207,12046
"535",1977,1,3,13925,7263
"536",1977,1,4,9921,12150
"537",1977,1,5,160293,12706
"538",1977,1,6,460135,25883
"539",1977,1,7,32920,20138
"540",1977,1,8,11097,824
"541",1977,1,9,10650,2651
"542",1977,1,10,11720,612
"543",1977,1,11,9524,2518
"544",1977,1,12,2492,912
"545",1977,1,13,1974,165
"546",1977,1,14,8605,1182
"547",1977,1,15,73764,58
"548",1977,1,16,91025,443
"549",1977,1,17,83724,1027
"550",1977,1,18,37637,1043
"551",1977,1,19,5881,155
"552",1977,1,20,1622,15
"553",1977,1,21,1440,7
"554",1977,1,22,7371,35
"555",1977,1,23,2473,145
"556",1977,1,24,1684,3
"557",1977,1,25,1924,5
"558",1977,1,26,19735,237
"559",1977,1,27,1006,160
"560",1977,1,28,12844,217
"561",1977,1,29,11601,1259
"562",1977,1,30,8589,1777
"563",1977,1,31,5319,32
"564",1977,1,32,6178,224
"565",1977,1,33,4252,68
"566",1977,1,34,581,34
"567",1977,1,35,8986,1477
"568",1977,1,36,6792,257
"569",1977,1,37,2288,717
"570",1977,1,38,39533,5348
"571",1977,1,39,16553,3163
"572",1977,1,40,12521,21428
"573",1977,1,41,31,664
"574",1977,1,42,1587,2552
"575",1977,1,43,1862,0
"576",1977,1,44,49,9334
"577",1977,1,45,44,8717
"578",1977,1,46,0,6187
"579",1977,1,47,50,718
"580",1977,1,48,3,6206
"581",1977,1,49,7315,11995
"582",1977,1,50,16387,29878
"583",1977,1,51,9320,8924
"584",1977,1,52,449,512
"585",1977,1,53,2779,2744
"586",1977,1,54,45,84
"587",1977,1,55,81,252
"588",1977,1,56,1118,3032
"589",1977,1,57,160,2791
"590",1977,1,58,15935,6400
"591",1977,1,59,1603,9385
"592",1977,1,60,3435,2298
"593",1977,1,61,3898,2323
"594",1977,1,62,2340,18142
"595",1977,1,63,6958,3312
"596",1977,1,64,1729,1944
"597",1977,1,65,341,133
"598",1977,1,66,7115,4548
"599",1977,1,67,6345,422
"600",1977,2,1,6240,5137
"601",1977,2,2,1124,723
"602",1977,2,3,973,498
"603",1977,2,4,2582,1637
"604",1977,2,5,13725,977
"605",1977,2,6,26468,1413
"606",1977,2,7,700,176
"607",1977,2,8,2498,170
"608",1977,2,9,3293,659
"609",1977,2,10,4198,315
"610",1977,2,11,2991,977
"611",1977,2,12,1984,667
"612",1977,2,13,1188,81
"613",1977,2,14,4633,642
"614",1977,2,15,18393,16
"615",1977,2,16,21434,160
"616",1977,2,17,11738,101
"617",1977,2,18,15586,379
"618",1977,2,19,2650,20
"619",1977,2,20,744,3
"620",1977,2,21,1183,6
"621",1977,2,22,3865,20
"622",1977,2,23,2473,145
"623",1977,2,24,640,0
"624",1977,2,25,339,2
"625",1977,2,26,615,0
"626",1977,2,27,631,96
"627",1977,2,28,7234,98
"628",1977,2,29,5527,802
"629",1977,2,30,4060,1113
"630",1977,2,31,3680,24
"631",1977,2,32,822,50
"632",1977,2,33,2497,55
"633",1977,2,34,581,34
"634",1977,2,35,2938,489
"635",1977,2,36,3547,142
"636",1977,2,37,1447,257
"637",1977,2,38,19108,1813
"638",1977,2,39,1932,362
"639",1977,2,40,1302,2901
"640",1977,2,41,25,150
"641",1977,2,42,513,411
"642",1977,2,43,1862,0
"643",1977,2,44,0,205
"644",1977,2,45,0,233
"645",1977,2,46,0,242
"646",1977,2,47,0,123
"647",1977,2,48,0,148
"648",1977,2,49,1108,1027
"649",1977,2,50,16387,29878
"650",1977,2,51,9320,8924
"651",1977,2,52,449,512
"652",1977,2,53,2779,2744
"653",1977,2,54,45,84
"654",1977,2,55,81,252
"655",1977,2,56,1118,3032
"656",1977,2,57,160,2791
"657",1977,2,58,37,5
"658",1977,2,59,835,862
"659",1977,2,60,304,110
"660",1977,2,61,126,50
"661",1977,2,62,347,594
"662",1977,2,63,347,219
"663",1977,2,64,597,148
"664",1977,2,65,341,133
"665",1977,2,66,3862,778
"666",1977,2,67,6017,373
"667",1977,3,1,3331,5753
"668",1977,3,2,122,57
"669",1977,3,3,20,5
"670",1977,3,4,440,293
"671",1977,3,5,2209,208
"672",1977,3,6,11795,1071
"673",1977,3,7,170,614
"674",1977,3,8,0,0
"675",1977,3,9,197,36
"676",1977,3,10,291,10
"677",1977,3,11,217,59
"678",1977,3,12,130,33
"679",1977,3,13,120,6
"680",1977,3,14,278,172
"681",1977,3,15,1188,0
"682",1977,3,16,1246,9
"683",1977,3,17,746,13
"684",1977,3,18,944,11
"685",1977,3,19,176,8
"686",1977,3,20,0,0
"687",1977,3,21,0,0
"688",1977,3,22,428,0
"689",1977,3,23,0,0
"690",1977,3,24,132,0
"691",1977,3,25,143,0
"692",1977,3,26,157,2
"693",1977,3,27,0,0
"694",1977,3,28,0,0
"695",1977,3,29,339,49
"696",1977,3,30,233,50
"697",1977,3,31,132,2
"698",1977,3,32,0,0
"699",1977,3,33,143,2
"700",1977,3,34,0,0
"701",1977,3,35,115,45
"702",1977,3,36,0,0
"703",1977,3,37,0,0
"704",1977,3,38,3428,428
"705",1977,3,39,669,85
"706",1977,3,40,732,742
"707",1977,3,41,0,98
"708",1977,3,42,0,0
"709",1977,3,43,0,0
"710",1977,3,44,0,882
"711",1977,3,45,3,822
"712",1977,3,46,0,463
"713",1977,3,47,50,134
"714",1977,3,48,3,243
"715",1977,3,49,0,0
"716",1977,3,50,0,0
"717",1977,3,51,0,0
"718",1977,3,52,0,0
"719",1977,3,53,0,0
"720",1977,3,54,0,0
"721",1977,3,55,0,0
"722",1977,3,56,0,0
"723",1977,3,57,0,0
"724",1977,3,58,0,0
"725",1977,3,59,361,1092
"726",1977,3,60,534,326
"727",1977,3,61,298,137
"728",1977,3,62,108,394
"729",1977,3,63,31,92
"730",1977,3,64,0,0
"731",1977,3,65,0,0
"732",1977,3,66,0,0
"733",1977,3,67,0,0
"734",1977,4,1,42267,97683
"735",1977,4,2,13961,11266
"736",1977,4,3,12932,6760
"737",1977,4,4,6899,10220
"738",1977,4,5,144359,11521
"739",1977,4,6,421872,23399
"740",1977,4,7,32050,19348
"741",1977,4,8,8599,654
"742",1977,4,9,7160,1956
"743",1977,4,10,7231,287
"744",1977,4,11,6316,1482
"745",1977,4,12,378,212
"746",1977,4,13,666,78
"747",1977,4,14,3694,368
"748",1977,4,15,54183,42
"749",1977,4,16,68345,274
"750",1977,4,17,71240,913
"751",1977,4,18,21107,653
"752",1977,4,19,3055,127
"753",1977,4,20,878,12
"754",1977,4,21,257,1
"755",1977,4,22,3078,15
"756",1977,4,23,0,0
"757",1977,4,24,912,3
"758",1977,4,25,1442,3
"759",1977,4,26,18963,235
"760",1977,4,27,375,64
"761",1977,4,28,5610,119
"762",1977,4,29,5735,408
"763",1977,4,30,4296,614
"764",1977,4,31,1507,6
"765",1977,4,32,5356,174
"766",1977,4,33,1612,11
"767",1977,4,34,0,0
"768",1977,4,35,5933,943
"769",1977,4,36,3245,115
"770",1977,4,37,841,460
"771",1977,4,38,16997,3107
"772",1977,4,39,13952,2716
"773",1977,4,40,10487,17785
"774",1977,4,41,6,416
"775",1977,4,42,1074,2141
"776",1977,4,43,0,0
"777",1977,4,44,49,8247
"778",1977,4,45,41,7662
"779",1977,4,46,0,5482
"780",1977,4,47,0,461
"781",1977,4,48,0,5815
"782",1977,4,49,6207,10968
"783",1977,4,50,0,0
"784",1977,4,51,0,0
"785",1977,4,52,0,0
"786",1977,4,53,0,0
"787",1977,4,54,0,0
"788",1977,4,55,0,0
"789",1977,4,56,0,0
"790",1977,4,57,0,0
"791",1977,4,58,15898,6395
"792",1977,4,59,407,7431
"793",1977,4,60,2597,1862
"794",1977,4,61,3474,2136
"795",1977,4,62,1885,17154
"796",1977,4,63,6580,3001
"797",1977,4,64,1132,1796
"798",1977,4,65,0,0
"799",1977,4,66,3253,3770
"800",1977,4,67,328,49
"801",1978,1,1,53388,109407
"802",1978,1,2,15493,11989
"803",1978,1,3,14112,7248
"804",1978,1,4,10783,13300
"805",1978,1,5,162409,12628
"806",1978,1,6,461836,26398
"807",1978,1,7,33535,19981
"808",1978,1,8,11818,901
"809",1978,1,9,11018,2725
"810",1978,1,10,11989,687
"811",1978,1,11,9702,2644
"812",1978,1,12,2799,977
"813",1978,1,13,2226,191
"814",1978,1,14,8390,1177
"815",1978,1,15,73555,64
"816",1978,1,16,91309,521
"817",1978,1,17,83599,1124
"818",1978,1,18,37628,1148
"819",1978,1,19,5840,190
"820",1978,1,20,1587,24
"821",1978,1,21,1374,12
"822",1978,1,22,7286,32
"823",1978,1,23,2303,174
"824",1978,1,24,1580,1
"825",1978,1,25,2008,12
"826",1978,1,26,20052,259
"827",1978,1,27,1008,196
"828",1978,1,28,14830,272
"829",1978,1,29,11394,1323
"830",1978,1,30,8537,1779
"831",1978,1,31,5216,29
"832",1978,1,32,6121,217
"833",1978,1,33,4181,69
"834",1978,1,34,601,46
"835",1978,1,35,8981,1569
"836",1978,1,36,6745,281
"837",1978,1,37,2299,758
"838",1978,1,38,41382,5772
"839",1978,1,39,16885,3251
"840",1978,1,40,13356,21569
"841",1978,1,41,35,733
"842",1978,1,42,1818,2744
"843",1978,1,43,1878,0
"844",1978,1,44,32,9391
"845",1978,1,45,79,8854
"846",1978,1,46,2,6378
"847",1978,1,47,48,760
"848",1978,1,48,3,6449
"849",1978,1,49,7720,12093
"850",1978,1,50,17622,28717
"851",1978,1,51,9698,8513
"852",1978,1,52,366,383
"853",1978,1,53,2821,2716
"854",1978,1,54,51,77
"855",1978,1,55,83,261
"856",1978,1,56,1226,2971
"857",1978,1,57,187,2904
"858",1978,1,58,16133,6365
"859",1978,1,59,2216,10175
"860",1978,1,60,3368,2411
"861",1978,1,61,3904,2571
"862",1978,1,62,2355,18680
"863",1978,1,63,6979,3530
"864",1978,1,64,1830,1986
"865",1978,1,65,420,162
"866",1978,1,66,7122,4561
"867",1978,1,67,6047,427
"868",1978,2,1,6255,5148
"869",1978,2,2,1161,679
"870",1978,2,3,875,440
"871",1978,2,4,2880,1768
"872",1978,2,5,13930,1022
"873",1978,2,6,27311,1483
"874",1978,2,7,714,182
"875",1978,2,8,2780,195
"876",1978,2,9,3418,687
"877",1978,2,10,4283,331
"878",1978,2,11,3106,1046
"879",1978,2,12,2201,701
"880",1978,2,13,1431,101
"881",1978,2,14,4332,577
"882",1978,2,15,18334,22
"883",1978,2,16,21781,187
"884",1978,2,17,12225,117
"885",1978,2,18,15546,398
"886",1978,2,19,2683,26
"887",1978,2,20,717,7
"888",1978,2,21,1145,9
"889",1978,2,22,3858,19
"890",1978,2,23,2303,174
"891",1978,2,24,580,0
"892",1978,2,25,336,1
"893",1978,2,26,575,2
"894",1978,2,27,652,122
"895",1978,2,28,8841,139
"896",1978,2,29,5448,815
"897",1978,2,30,4099,1076
"898",1978,2,31,3672,22
"899",1978,2,32,814,43
"900",1978,2,33,2466,50
"901",1978,2,34,601,46
"902",1978,2,35,2920,520
"903",1978,2,36,3583,162
"904",1978,2,37,1523,283
"905",1978,2,38,20244,1944
"906",1978,2,39,2207,377
"907",1978,2,40,1372,2880
"908",1978,2,41,24,208
"909",1978,2,42,610,413
"910",1978,2,43,1878,0
"911",1978,2,44,0,209
"912",1978,2,45,0,238
"913",1978,2,46,0,242
"914",1978,2,47,0,124
"915",1978,2,48,0,141
"916",1978,2,49,1255,1203
"917",1978,2,50,17622,28717
"918",1978,2,51,9698,8513
"919",1978,2,52,366,383
"920",1978,2,53,2821,2716
"921",1978,2,54,51,77
"922",1978,2,55,83,261
"923",1978,2,56,1226,2971
"924",1978,2,57,187,2904
"925",1978,2,58,19,1
"926",1978,2,59,1021,1444
"927",1978,2,60,307,109
"928",1978,2,61,128,58
"929",1978,2,62,351,601
"930",1978,2,63,366,229
"931",1978,2,64,630,147
"932",1978,2,65,366,153
"933",1978,2,66,3881,750
"934",1978,2,67,5922,408
"935",1978,3,1,3338,5665
"936",1978,3,2,132,55
"937",1978,3,3,20,4
"938",1978,3,4,442,283
"939",1978,3,5,2216,218
"940",1978,3,6,11895,1079
"941",1978,3,7,170,606
"942",1978,3,8,0,0
