"","year","inst","numx","men","women"
"2538",1984,2,63,409,285
"2539",1984,2,64,539,248
"2540",1984,2,65,373,154
"2541",1984,2,66,3558,810
"2542",1984,2,67,5900,548
"2543",1984,3,1,3108,6201
"2544",1984,3,2,81,54
"2545",1984,3,3,10,135
"2546",1984,3,4,424,449
"2547",1984,3,5,1992,371
"2548",1984,3,6,11786,1428
"2549",1984,3,7,209,687
"2550",1984,3,8,0,0
"2551",1984,3,9,181,51
"2552",1984,3,10,296,25
"2553",1984,3,11,216,78
"2554",1984,3,12,148,42
"2555",1984,3,13,122,15
"2556",1984,3,14,278,264
"2557",1984,3,15,1244,2
"2558",1984,3,16,1277,36
"2559",1984,3,17,713,34
"2560",1984,3,18,885,65
"2561",1984,3,19,173,7
"2562",1984,3,20,0,0
"2563",1984,3,21,0,0
"2564",1984,3,22,424,3
"2565",1984,3,23,0,0
"2566",1984,3,24,136,2
"2567",1984,3,25,129,2
"2568",1984,3,26,142,7
"2569",1984,3,27,0,0
"2570",1984,3,28,0,0
"2571",1984,3,29,336,81
"2572",1984,3,30,236,58
"2573",1984,3,31,112,17
"2574",1984,3,32,0,0
"2575",1984,3,33,163,10
"2576",1984,3,34,0,0
"2577",1984,3,35,98,79
"2578",1984,3,36,0,0
"2579",1984,3,37,0,0
"2580",1984,3,38,3408,767
"2581",1984,3,39,579,162
"2582",1984,3,40,745,651
"2583",1984,3,41,0,94
"2584",1984,3,42,0,0
"2585",1984,3,43,0,0
"2586",1984,3,44,0,902
"2587",1984,3,45,3,872
"2588",1984,3,46,1,523
"2589",1984,3,47,69,145
"2590",1984,3,48,0,245
"2591",1984,3,49,0,0
"2592",1984,3,50,0,0
"2593",1984,3,51,0,0
"2594",1984,3,52,0,0
"2595",1984,3,53,0,0
"2596",1984,3,54,0,0
"2597",1984,3,55,0,0
"2598",1984,3,56,0,0
"2599",1984,3,57,0,0
"2600",1984,3,58,0,0
"2601",1984,3,59,487,974
"2602",1984,3,60,425,351
"2603",1984,3,61,245,138
"2604",1984,3,62,98,429
"2605",1984,3,63,74,139
"2606",1984,3,64,0,0
"2607",1984,3,65,231,75
"2608",1984,3,66,0,0
"2609",1984,3,67,0,0
"2610",1984,4,1,46954,95071
"2611",1984,4,2,14351,10047
"2612",1984,4,3,13705,7210
"2613",1984,4,4,10772,13323
"2614",1984,4,5,125492,12466
"2615",1984,4,6,381697,20259
"2616",1984,4,7,33106,18058
"2617",1984,4,8,8981,961
"2618",1984,4,9,8458,2574
"2619",1984,4,10,7739,683
"2620",1984,4,11,6938,1711
"2621",1984,4,12,672,280
"2622",1984,4,13,552,82
"2623",1984,4,14,3068,380
"2624",1984,4,15,52146,111
"2625",1984,4,16,66837,1129
"2626",1984,4,17,59697,1476
"2627",1984,4,18,19768,1091
"2628",1984,4,19,2646,197
"2629",1984,4,20,795,16
"2630",1984,4,21,239,10
"2631",1984,4,22,2832,18
"2632",1984,4,23,0,0
"2633",1984,4,24,341,1
"2634",1984,4,25,1803,38
"2635",1984,4,26,18476,783
"2636",1984,4,27,387,47
"2637",1984,4,28,4739,124
"2638",1984,4,29,5450,542
"2639",1984,4,30,3859,809
"2640",1984,4,31,1561,24
"2641",1984,4,32,4696,204
"2642",1984,4,33,1465,31
"2643",1984,4,34,0,0
"2644",1984,4,35,5421,1494
"2645",1984,4,36,3068,144
"2646",1984,4,37,673,526
"2647",1984,4,38,17234,4112
"2648",1984,4,39,12634,2985
"2649",1984,4,40,12107,18239
"2650",1984,4,41,11,418
"2651",1984,4,42,1651,3208
"2652",1984,4,43,0,0
"2653",1984,4,44,0,7790
"2654",1984,4,45,125,7630
"2655",1984,4,46,0,5611
"2656",1984,4,47,0,563
"2657",1984,4,48,62,6376
"2658",1984,4,49,7479,9396
"2659",1984,4,50,0,0
"2660",1984,4,51,0,0
"2661",1984,4,52,0,0
"2662",1984,4,53,0,0
"2663",1984,4,54,0,0
"2664",1984,4,55,0,0
"2665",1984,4,56,0,0
"2666",1984,4,57,0,0
"2667",1984,4,58,14721,5499
"2668",1984,4,59,1706,6518
"2669",1984,4,60,2346,2328
"2670",1984,4,61,3567,3006
"2671",1984,4,62,2109,17789
"2672",1984,4,63,6285,3537
"2673",1984,4,64,1311,1872
"2674",1984,4,65,0,0
"2675",1984,4,66,180,1619
"2676",1984,4,67,2249,289
"2677",1985,1,1,54155,109457
"2678",1985,1,2,15389,10876
"2679",1985,1,3,14095,7810
"2680",1985,1,4,16478,18590
"2681",1985,1,5,144378,16224
"2682",1985,1,6,417333,25392
"2683",1985,1,7,34771,19225
"2684",1985,1,8,12079,1599
"2685",1985,1,9,12374,3604
"2686",1985,1,10,12802,1222
"2687",1985,1,11,11181,3131
"2688",1985,1,12,3387,1323
"2689",1985,1,13,2663,425
"2690",1985,1,14,6483,1083
"2691",1985,1,15,74117,237
"2692",1985,1,16,93259,2170
"2693",1985,1,17,73714,2087
"2694",1985,1,18,37181,2498
"2695",1985,1,19,5651,315
"2696",1985,1,20,1527,24
"2697",1985,1,21,1581,42
"2698",1985,1,22,7133,93
"2699",1985,1,23,1902,217
"2700",1985,1,24,994,9
"2701",1985,1,25,2384,44
"2702",1985,1,26,18932,897
"2703",1985,1,27,1049,193
"2704",1985,1,28,14791,549
"2705",1985,1,29,10817,1867
"2706",1985,1,30,8062,2188
"2707",1985,1,31,5497,121
"2708",1985,1,32,5423,366
"2709",1985,1,33,3960,228
"2710",1985,1,34,541,100
"2711",1985,1,35,8117,2442
"2712",1985,1,36,6268,466
"2713",1985,1,37,2555,1050
"2714",1985,1,38,43971,8809
"2715",1985,1,39,17309,4053
"2716",1985,1,40,14742,21766
"2717",1985,1,41,8,874
"2718",1985,1,42,2400,3877
"2719",1985,1,43,1486,62
"2720",1985,1,44,0,8943
"2721",1985,1,45,121,8746
"2722",1985,1,46,1,6512
"2723",1985,1,47,64,908
"2724",1985,1,48,61,6829
"2725",1985,1,49,9164,10835
"2726",1985,1,50,22053,27547
"2727",1985,1,51,10177,7588
"2728",1985,1,52,63,24
"2729",1985,1,53,3002,2623
"2730",1985,1,54,31,80
"2731",1985,1,55,103,243
"2732",1985,1,56,1451,2992
"2733",1985,1,57,392,3218
"2734",1985,1,58,15300,5617
"2735",1985,1,59,3481,9243
"2736",1985,1,60,3026,2802
"2737",1985,1,61,3967,3145
"2738",1985,1,62,2491,18809
"2739",1985,1,63,6711,3939
"2740",1985,1,64,1790,1920
"2741",1985,1,65,593,252
"2742",1985,1,66,3645,2472
"2743",1985,1,67,7866,825
"2744",1985,2,1,5193,6516
"2745",1985,2,2,1113,750
"2746",1985,2,3,711,452
"2747",1985,2,4,4923,4145
"2748",1985,2,5,16484,2407
"2749",1985,2,6,32365,3087
"2750",1985,2,7,1016,322
"2751",1985,2,8,2580,554
"2752",1985,2,9,3703,935
"2753",1985,2,10,4647,491
"2754",1985,2,11,3497,1237
"2755",1985,2,12,2569,982
"2756",1985,2,13,2010,323
"2757",1985,2,14,2858,387
"2758",1985,2,15,20394,79
"2759",1985,2,16,24407,812
"2760",1985,2,17,14791,507
"2761",1985,2,18,17101,1389
"2762",1985,2,19,2839,100
"2763",1985,2,20,731,10
"2764",1985,2,21,1347,29
"2765",1985,2,22,3854,69
"2766",1985,2,23,1902,217
"2767",1985,2,24,488,5
"2768",1985,2,25,344,2
"2769",1985,2,26,445,30
"2770",1985,2,27,644,153
"2771",1985,2,28,9992,403
"2772",1985,2,29,5149,1180
"2773",1985,2,30,3937,1285
"2774",1985,2,31,3699,88
"2775",1985,2,32,822,157
"2776",1985,2,33,2325,183
"2777",1985,2,34,541,100
"2778",1985,2,35,2661,840
"2779",1985,2,36,3210,322
"2780",1985,2,37,1902,529
"2781",1985,2,38,23868,3773
"2782",1985,2,39,4406,882
"2783",1985,2,40,1811,2509
"2784",1985,2,41,1,343
"2785",1985,2,42,615,521
"2786",1985,2,43,1486,62
"2787",1985,2,44,0,231
"2788",1985,2,45,0,262
"2789",1985,2,46,0,257
"2790",1985,2,47,0,135
"2791",1985,2,48,0,139
"2792",1985,2,49,1712,1634
"2793",1985,2,50,22053,27547
"2794",1985,2,51,10177,7588
"2795",1985,2,52,63,24
"2796",1985,2,53,3002,2623
"2797",1985,2,54,31,80
"2798",1985,2,55,103,243
"2799",1985,2,56,1451,2992
"2800",1985,2,57,392,3218
"2801",1985,2,58,268,69
"2802",1985,2,59,960,1964
"2803",1985,2,60,284,120
"2804",1985,2,61,129,72
"2805",1985,2,62,333,638
"2806",1985,2,63,409,297
"2807",1985,2,64,530,259
"2808",1985,2,65,358,168
"2809",1985,2,66,3478,861
"2810",1985,2,67,5819,594
"2811",1985,3,1,2959,6377
"2812",1985,3,2,82,70
"2813",1985,3,3,11,142
"2814",1985,3,4,399,506
"2815",1985,3,5,1980,379
"2816",1985,3,6,11905,1619
"2817",1985,3,7,198,669
"2818",1985,3,8,0,0
"2819",1985,3,9,182,46
"2820",1985,3,10,290,22
"2821",1985,3,11,214,80
"2822",1985,3,12,142,46
"2823",1985,3,13,119,11
"2824",1985,3,14,286,268
"2825",1985,3,15,1255,5
"2826",1985,3,16,1295,40
"2827",1985,3,17,722,38
"2828",1985,3,18,883,64
"2829",1985,3,19,169,7
"2830",1985,3,20,0,0
"2831",1985,3,21,0,0
"2832",1985,3,22,449,3
"2833",1985,3,23,0,0
"2834",1985,3,24,134,3
"2835",1985,3,25,125,2
"2836",1985,3,26,142,7
"2837",1985,3,27,0,0
"2838",1985,3,28,0,0
"2839",1985,3,29,354,81
"2840",1985,3,30,238,59
"2841",1985,3,31,122,17
"2842",1985,3,32,0,0
"2843",1985,3,33,166,11
"2844",1985,3,34,0,0
"2845",1985,3,35,92,81
"2846",1985,3,36,0,0
"2847",1985,3,37,0,0
"2848",1985,3,38,3377,794
"2849",1985,3,39,571,177
"2850",1985,3,40,735,665
"2851",1985,3,41,0,101
"2852",1985,3,42,0,0
"2853",1985,3,43,0,0
"2854",1985,3,44,0,895
"2855",1985,3,45,3,870
"2856",1985,3,46,1,527
"2857",1985,3,47,64,149
"2858",1985,3,48,0,248
"2859",1985,3,49,0,0
"2860",1985,3,50,0,0
"2861",1985,3,51,0,0
"2862",1985,3,52,0,0
"2863",1985,3,53,0,0
"2864",1985,3,54,0,0
"2865",1985,3,55,0,0
"2866",1985,3,56,0,0
"2867",1985,3,57,0,0
"2868",1985,3,58,0,0
"2869",1985,3,59,550,1019
"2870",1985,3,60,461,380
"2871",1985,3,61,263,152
"2872",1985,3,62,92,440
"2873",1985,3,63,32,89
"2874",1985,3,64,0,0
"2875",1985,3,65,235,84
"2876",1985,3,66,0,0
"2877",1985,3,67,0,0
"2878",1985,4,1,46003,96564
"2879",1985,4,2,14194,10056
"2880",1985,4,3,13373,7216
"2881",1985,4,4,11156,13939
"2882",1985,4,5,125914,13438
"2883",1985,4,6,373063,20686
"2884",1985,4,7,33557,18234
"2885",1985,4,8,9499,1045
"2886",1985,4,9,8489,2623
"2887",1985,4,10,7865,709
"2888",1985,4,11,7470,1814
"2889",1985,4,12,676,295
"2890",1985,4,13,534,91
"2891",1985,4,14,3339,428
"2892",1985,4,15,52468,153
"2893",1985,4,16,67557,1318
"2894",1985,4,17,58201,1542
"2895",1985,4,18,19197,1045
"2896",1985,4,19,2643,208
"2897",1985,4,20,796,14
"2898",1985,4,21,234,13
"2899",1985,4,22,2830,21
"2900",1985,4,23,0,0
"2901",1985,4,24,372,1
"2902",1985,4,25,1915,40
"2903",1985,4,26,18345,860
"2904",1985,4,27,405,40
"2905",1985,4,28,4799,146
"2906",1985,4,29,5314,606
"2907",1985,4,30,3887,844
"2908",1985,4,31,1676,16
"2909",1985,4,32,4601,209
"2910",1985,4,33,1469,34
"2911",1985,4,34,0,0
"2912",1985,4,35,5364,1521
"2913",1985,4,36,3058,144
"2914",1985,4,37,653,521
"2915",1985,4,38,16726,4242
"2916",1985,4,39,12332,2994
"2917",1985,4,40,12196,18592
"2918",1985,4,41,7,430
"2919",1985,4,42,1785,3356
"2920",1985,4,43,0,0
"2921",1985,4,44,0,7817
"2922",1985,4,45,118,7614
"2923",1985,4,46,0,5728
"2924",1985,4,47,0,624
"2925",1985,4,48,61,6442
"2926",1985,4,49,7452,9201
"2927",1985,4,50,0,0
"2928",1985,4,51,0,0
"2929",1985,4,52,0,0
"2930",1985,4,53,0,0
"2931",1985,4,54,0,0
"2932",1985,4,55,0,0
"2933",1985,4,56,0,0
"2934",1985,4,57,0,0
"2935",1985,4,58,15032,5548
"2936",1985,4,59,1971,6260
"2937",1985,4,60,2281,2302
"2938",1985,4,61,3575,2921
"2939",1985,4,62,2066,17731
"2940",1985,4,63,6270,3553
"2941",1985,4,64,1260,1661
"2942",1985,4,65,0,0
"2943",1985,4,66,167,1611
"2944",1985,4,67,2047,231
"2945",1986,1,1,52566,113946
"2946",1986,1,2,15523,11305
"2947",1986,1,3,14689,8314
"2948",1986,1,4,16929,19738
"2949",1986,1,5,145372,17762
"2950",1986,1,6,417954,27885
"2951",1986,1,7,35474,19646
"2952",1986,1,8,12927,1822
"2953",1986,1,9,12589,3629
"2954",1986,1,10,13049,1248
"2955",1986,1,11,11339,3106
"2956",1986,1,12,3370,1389
"2957",1986,1,13,2699,437
"2958",1986,1,14,6374,1077
"2959",1986,1,15,75353,295
"2960",1986,1,16,95236,2363
"2961",1986,1,17,73816,2260
"2962",1986,1,18,38329,2761
"2963",1986,1,19,5757,330
"2964",1986,1,20,1535,26
"2965",1986,1,21,1615,56
"2966",1986,1,22,7188,98
"2967",1986,1,23,1831,182
"2968",1986,1,24,1004,11
"2969",1986,1,25,2506,48
"2970",1986,1,26,18428,870
"2971",1986,1,27,1060,184
"2972",1986,1,28,15856,581
"2973",1986,1,29,11010,1934
"2974",1986,1,30,8188,2217
"2975",1986,1,31,5481,128
"2976",1986,1,32,5401,401
"2977",1986,1,33,3982,260
"2978",1986,1,34,565,102
"2979",1986,1,35,8105,2500
"2980",1986,1,36,6378,489
"2981",1986,1,37,2554,1097
"2982",1986,1,38,43369,9244
"2983",1986,1,39,16948,4180
"2984",1986,1,40,14872,22226
"2985",1986,1,41,8,1047
"2986",1986,1,42,2520,4042
"2987",1986,1,43,1494,58
"2988",1986,1,44,0,9277
"2989",1986,1,45,122,8760
"2990",1986,1,46,3,6775
"2991",1986,1,47,60,997
"2992",1986,1,48,70,6829
"2993",1986,1,49,9086,11129
"2994",1986,1,50,21523,28096
"2995",1986,1,51,10026,7755
"2996",1986,1,52,56,26
"2997",1986,1,53,2986,2664
"2998",1986,1,54,32,87
"2999",1986,1,55,92,254
"3000",1986,1,56,1369,3053
"3001",1986,1,57,393,3193
"3002",1986,1,58,15713,5982
"3003",1986,1,59,3721,9257
"3004",1986,1,60,3075,2822
"3005",1986,1,61,3989,3073
"3006",1986,1,62,2469,18982
"3007",1986,1,63,6711,4077
"3008",1986,1,64,1790,1849
"3009",1986,1,65,772,361
"3010",1986,1,66,3745,2554
"3011",1986,1,67,6818,691
"3012",1986,2,1,4981,7161
"3013",1986,2,2,1106,782
"3014",1986,2,3,723,484
"3015",1986,2,4,4926,4428
"3016",1986,2,5,16694,2718
"3017",1986,2,6,32734,3591
"3018",1986,2,7,1054,332
"3019",1986,2,8,2781,691
"3020",1986,2,9,3786,960
"3021",1986,2,10,4721,514
"3022",1986,2,11,3586,1266
"3023",1986,2,12,2570,1043
"3024",1986,2,13,2029,336
"3025",1986,2,14,2964,410
"3026",1986,2,15,21033,92
"3027",1986,2,16,25328,859
"3028",1986,2,17,15132,585
"3029",1986,2,18,17668,1468
"3030",1986,2,19,2869,96
"3031",1986,2,20,731,15
"3032",1986,2,21,1371,34
"3033",1986,2,22,3837,68
"3034",1986,2,23,1831,182
"3035",1986,2,24,460,6
"3036",1986,2,25,351,3
"3037",1986,2,26,426,29
"3038",1986,2,27,648,142
"3039",1986,2,28,10694,403
"3040",1986,2,29,5306,1199
"3041",1986,2,30,4030,1254
"3042",1986,2,31,3705,91
"3043",1986,2,32,822,161
"3044",1986,2,33,2358,198
"3045",1986,2,34,565,102
"3046",1986,2,35,2683,848
"3047",1986,2,36,3294,335
"3048",1986,2,37,1917,585
"3049",1986,2,38,23738,4064
"3050",1986,2,39,4313,972
"3051",1986,2,40,1839,2512
"3052",1986,2,41,1,345
"3053",1986,2,42,615,544
"3054",1986,2,43,1494,58
"3055",1986,2,44,0,242
"3056",1986,2,45,0,265
"3057",1986,2,46,0,261
"3058",1986,2,47,0,138
"3059",1986,2,48,0,147
"3060",1986,2,49,1671,1717
"3061",1986,2,50,21523,28096
"3062",1986,2,51,10026,7755
"3063",1986,2,52,56,26
"3064",1986,2,53,2986,2664
"3065",1986,2,54,32,87
"3066",1986,2,55,92,254
"3067",1986,2,56,1369,3053
"3068",1986,2,57,393,3193
"3069",1986,2,58,373,109
"3070",1986,2,59,945,1938
"3071",1986,2,60,287,125
"3072",1986,2,61,130,77
"3073",1986,2,62,323,662
"3074",1986,2,63,422,286
"3075",1986,2,64,534,275
"3076",1986,2,65,518,278
"3077",1986,2,66,3601,914
"3078",1986,2,67,5816,587
"3079",1986,3,1,2810,6524
"3080",1986,3,2,75,86
"3081",1986,3,3,16,140
"3082",1986,3,4,393,576
"3083",1986,3,5,1920,393
"3084",1986,3,6,11857,1846
"3085",1986,3,7,183,643
"3086",1986,3,8,0,0
"3087",1986,3,9,178,42
"3088",1986,3,10,299,21
"3089",1986,3,11,224,79
"3090",1986,3,12,134,46
"3091",1986,3,13,124,12
"3092",1986,3,14,306,282
"3093",1986,3,15,1297,7
"3094",1986,3,16,1342,46
"3095",1986,3,17,709,43
"3096",1986,3,18,906,67
"3097",1986,3,19,181,7
"3098",1986,3,20,0,0
"3099",1986,3,21,0,0
"3100",1986,3,22,449,2
"3101",1986,3,23,0,0
"3102",1986,3,24,136,3
"3103",1986,3,25,166,3
"3104",1986,3,26,188,8
"3105",1986,3,27,0,0
"3106",1986,3,28,0,0
"3107",1986,3,29,345,82
"3108",1986,3,30,236,69
"3109",1986,3,31,123,17
"3110",1986,3,32,0,0
"3111",1986,3,33,165,13
"3112",1986,3,34,0,0
"3113",1986,3,35,96,81
"3114",1986,3,36,0,0
"3115",1986,3,37,0,0
"3116",1986,3,38,3388,821
"3117",1986,3,39,567,181
"3118",1986,3,40,721,661
"3119",1986,3,41,0,98
"3120",1986,3,42,0,0
"3121",1986,3,43,0,0
"3122",1986,3,44,0,890
"3123",1986,3,45,3,880
"3124",1986,3,46,3,520
"3125",1986,3,47,60,150
"3126",1986,3,48,0,248
"3127",1986,3,49,0,0
"3128",1986,3,50,0,0
"3129",1986,3,51,0,0
"3130",1986,3,52,0,0
"3131",1986,3,53,0,0
"3132",1986,3,54,0,0
"3133",1986,3,55,0,0
"3134",1986,3,56,0,0
"3135",1986,3,57,0,0
"3136",1986,3,58,0,0
"3137",1986,3,59,543,1008
"3138",1986,3,60,461,401
"3139",1986,3,61,261,154
"3140",1986,3,62,85,435
"3141",1986,3,63,45,130
"3142",1986,3,64,0,0
"3143",1986,3,65,254,83
"3144",1986,3,66,0,0
"3145",1986,3,67,0,0
"3146",1986,4,1,44775,100261
"3147",1986,4,2,14342,10437
"3148",1986,4,3,13950,7690
"3149",1986,4,4,11610,14734
"3150",1986,4,5,126758,14651
"3151",1986,4,6,373363,22448
"3152",1986,4,7,34237,18671
"3153",1986,4,8,10146,1131
"3154",1986,4,9,8625,2627
"3155",1986,4,10,8029,713
"3156",1986,4,11,7529,1761
"3157",1986,4,12,666,300
"3158",1986,4,13,546,89
"3159",1986,4,14,3104,385
"3160",1986,4,15,53023,196
"3161",1986,4,16,68566,1458
"3162",1986,4,17,57975,1632
"3163",1986,4,18,19755,1226
"3164",1986,4,19,2707,227
"3165",1986,4,20,804,11
"3166",1986,4,21,244,22
"3167",1986,4,22,2902,28
"3168",1986,4,23,0,0
"3169",1986,4,24,408,2
"3170",1986,4,25,1989,42
"3171",1986,4,26,17814,833
"3172",1986,4,27,412,42
"3173",1986,4,28,5162,178
"3174",1986,4,29,5359,653
"3175",1986,4,30,3922,894
"3176",1986,4,31,1653,20
"3177",1986,4,32,4579,240
"3178",1986,4,33,1459,49
"3179",1986,4,34,0,0
"3180",1986,4,35,5326,1571
"3181",1986,4,36,3084,154
"3182",1986,4,37,637,512
"3183",1986,4,38,16243,4359
"3184",1986,4,39,12068,3027
"3185",1986,4,40,12312,19053
"3186",1986,4,41,7,604
"3187",1986,4,42,1905,3498
"3188",1986,4,43,0,0
"3189",1986,4,44,0,8145
"3190",1986,4,45,119,7615
"3191",1986,4,46,0,5994
"3192",1986,4,47,0,709
"3193",1986,4,48,70,6434
"3194",1986,4,49,7415,9412
"3195",1986,4,50,0,0
"3196",1986,4,51,0,0
"3197",1986,4,52,0,0
"3198",1986,4,53,0,0
"3199",1986,4,54,0,0
"3200",1986,4,55,0,0
"3201",1986,4,56,0,0
"3202",1986,4,57,0,0
"3203",1986,4,58,15340,5873
"3204",1986,4,59,2233,6311
"3205",1986,4,60,2327,2296
"3206",1986,4,61,3598,2842
"3207",1986,4,62,2061,17885
"3208",1986,4,63,6244,3661
"3209",1986,4,64,1256,1574
"3210",1986,4,65,0,0
"3211",1986,4,66,144,1640
"3212",1986,4,67,1002,104
"3213",1987,1,1,52463,120322
"3214",1987,1,2,15280,11659
"3215",1987,1,3,14875,9005
"3216",1987,1,4,16927,21756
"3217",1987,1,5,148793,19898
"3218",1987,1,6,427350,32007
"3219",1987,1,7,36691,20588
"3220",1987,1,8,13342,2081
"3221",1987,1,9,12251,3511
"3222",1987,1,10,13207,1240
"3223",1987,1,11,11184,3086
"3224",1987,1,12,3386,1457
"3225",1987,1,13,2781,437
"3226",1987,1,14,7328,1208
"3227",1987,1,15,76698,356
"3228",1987,1,16,98667,2478
"3229",1987,1,17,74465,2476
"3230",1987,1,18,38307,2782
"3231",1987,1,19,5732,313
"3232",1987,1,20,1525,20
"3233",1987,1,21,1646,64
"3234",1987,1,22,7336,100
"3235",1987,1,23,1793,182
"3236",1987,1,24,970,13
"3237",1987,1,25,2629,51
"3238",1987,1,26,19323,883
"3239",1987,1,27,1121,175
"3240",1987,1,28,17730,655
"3241",1987,1,29,11037,2108
"3242",1987,1,30,8297,2220
"3243",1987,1,31,5435,126
"3244",1987,1,32,5263,426
"3245",1987,1,33,3872,324
"3246",1987,1,34,556,119
"3247",1987,1,35,7948,2525
"3248",1987,1,36,6530,486
"3249",1987,1,37,2944,1201
"3250",1987,1,38,42573,9826
"3251",1987,1,39,16583,4321
"3252",1987,1,40,15017,22615
"3253",1987,1,41,9,1216
"3254",1987,1,42,2619,4169
"3255",1987,1,43,1533,68
"3256",1987,1,44,38,9659
"3257",1987,1,45,140,8844
"3258",1987,1,46,3,6955
"3259",1987,1,47,68,1146
"3260",1987,1,48,64,6832
"3261",1987,1,49,8999,11613
"3262",1987,1,50,21023,28506
"3263",1987,1,51,10107,8063
"3264",1987,1,52,54,28
"3265",1987,1,53,2963,2719
"3266",1987,1,54,37,84
"3267",1987,1,55,87,257
"3268",1987,1,56,1219,3142
"3269",1987,1,57,379,3151
"3270",1987,1,58,16163,6245
"3271",1987,1,59,3915,9260
"3272",1987,1,60,3138,2936
"3273",1987,1,61,4230,3122
"3274",1987,1,62,2474,18951
"3275",1987,1,63,6523,4155
"3276",1987,1,64,1924,1706
"3277",1987,1,65,939,521
"3278",1987,1,66,3982,2783
"3279",1987,1,67,7201,694
"3280",1987,2,1,4870,7786
"3281",1987,2,2,1107,828
"3282",1987,2,3,672,520
"3283",1987,2,4,4918,4986
"3284",1987,2,5,17153,3033
"3285",1987,2,6,33658,4110
"3286",1987,2,7,1094,363
"3287",1987,2,8,2941,813
"3288",1987,2,9,3901,946
"3289",1987,2,10,4828,548
"3290",1987,2,11,3606,1271
"3291",1987,2,12,2588,1109
"3292",1987,2,13,2076,333
"3293",1987,2,14,3299,441
"3294",1987,2,15,21552,107
"3295",1987,2,16,26463,924
"3296",1987,2,17,15662,639
"3297",1987,2,18,18215,1486
"3298",1987,2,19,2856,100
"3299",1987,2,20,747,11
"3300",1987,2,21,1341,36
"3301",1987,2,22,3886,65
"3302",1987,2,23,1793,182
"3303",1987,2,24,448,7
"3304",1987,2,25,347,3
"3305",1987,2,26,402,20
"3306",1987,2,27,695,134
"3307",1987,2,28,12116,415
"3308",1987,2,29,5474,1270
"3309",1987,2,30,4085,1211
"3310",1987,2,31,3657,91
"3311",1987,2,32,797,156
"3312",1987,2,33,2320,251
"3313",1987,2,34,556,119
"3314",1987,2,35,2598,876
"3315",1987,2,36,3447,340
"3316",1987,2,37,2298,661
"3317",1987,2,38,23285,4444
"3318",1987,2,39,4222,1034
"3319",1987,2,40,1814,2510
"3320",1987,2,41,0,349
"3321",1987,2,42,613,559
"3322",1987,2,43,1533,68
"3323",1987,2,44,0,267
"3324",1987,2,45,0,271
"3325",1987,2,46,0,272
"3326",1987,2,47,0,141
"3327",1987,2,48,0,160
"3328",1987,2,49,1650,1846
"3329",1987,2,50,21023,28506
"3330",1987,2,51,10107,8063
"3331",1987,2,52,54,28
"3332",1987,2,53,2963,2719
"3333",1987,2,54,37,84
"3334",1987,2,55,87,257
"3335",1987,2,56,1219,3142
"3336",1987,2,57,379,3151
"3337",1987,2,58,502,148
"3338",1987,2,59,1021,1975
"3339",1987,2,60,294,125
"3340",1987,2,61,130,75
"3341",1987,2,62,329,671
"3342",1987,2,63,427,311
"3343",1987,2,64,525,294
"3344",1987,2,65,667,437
"3345",1987,2,66,3860,1033
"3346",1987,2,67,6210,579
"3347",1987,3,1,2726,6686
"3348",1987,3,2,95,97
"3349",1987,3,3,19,141
"3350",1987,3,4,432,739
"3351",1987,3,5,1945,416
"3352",1987,3,6,11939,2076
"3353",1987,3,7,226,692
"3354",1987,3,8,0,0
"3355",1987,3,9,196,32
"3356",1987,3,10,306,22
"3357",1987,3,11,219,86
"3358",1987,3,12,124,56
"3359",1987,3,13,119,11
"3360",1987,3,14,339,286
"3361",1987,3,15,1355,9
"3362",1987,3,16,1391,38
"3363",1987,3,17,707,50
"3364",1987,3,18,908,64
"3365",1987,3,19,207,6
"3366",1987,3,20,0,0
"3367",1987,3,21,0,0
"3368",1987,3,22,432,5
"3369",1987,3,23,0,0
"3370",1987,3,24,137,4
"3371",1987,3,25,206,8
"3372",1987,3,26,244,9
"3373",1987,3,27,0,0
"3374",1987,3,28,0,0
"3375",1987,3,29,339,82
"3376",1987,3,30,226,78
"3377",1987,3,31,126,15
"3378",1987,3,32,0,0
"3379",1987,3,33,167,18
"3380",1987,3,34,0,0
"3381",1987,3,35,95,83
"3382",1987,3,36,0,0
"3383",1987,3,37,0,0
"3384",1987,3,38,3375,829
"3385",1987,3,39,545,184
"3386",1987,3,40,748,670
"3387",1987,3,41,0,99
"3388",1987,3,42,0,0
"3389",1987,3,43,0,0
"3390",1987,3,44,0,909
"3391",1987,3,45,40,875
"3392",1987,3,46,3,491
"3393",1987,3,47,68,154
"3394",1987,3,48,1,245
"3395",1987,3,49,0,0
"3396",1987,3,50,0,0
"3397",1987,3,51,0,0
"3398",1987,3,52,0,0
"3399",1987,3,53,0,0
"3400",1987,3,54,0,0
"3401",1987,3,55,0,0
"3402",1987,3,56,0,0
"3403",1987,3,57,0,0
"3404",1987,3,58,0,0
"3405",1987,3,59,520,992
"3406",1987,3,60,494,408
"3407",1987,3,61,259,158
"3408",1987,3,62,87,435
"3409",1987,3,63,66,161
"3410",1987,3,64,0,0
"3411",1987,3,65,272,84
"3412",1987,3,66,0,0
"3413",1987,3,67,0,0
"3414",1987,4,1,44867,105850
"3415",1987,4,2,14078,10734
"3416",1987,4,3,14184,8344
"3417",1987,4,4,11577,16031
"3418",1987,4,5,129695,16449
"3419",1987,4,6,381753,25821
"3420",1987,4,7,35371,19533
