"","year","inst","numx","men","women"
"6153",1999,1,9,3598,1215
"6154",1999,1,10,3103,454
"6155",1999,1,11,2364,1059
"6156",1999,1,12,1016,807
"6157",1999,1,13,596,175
"6158",1999,1,14,2640,1207
"6159",1999,1,15,18812,507
"6160",1999,1,16,29269,1677
"6161",1999,1,17,16753,2638
"6162",1999,1,18,8679,1867
"6163",1999,1,19,1309,143
"6164",1999,1,20,347,21
"6165",1999,1,21,88,2
"6166",1999,1,22,456,37
"6167",1999,1,23,348,59
"6168",1999,1,24,215,10
"6169",1999,1,25,620,45
"6170",1999,1,26,4618,407
"6171",1999,1,27,417,135
"6172",1999,1,28,7903,1603
"6173",1999,1,29,1555,1134
"6174",1999,1,30,1257,1042
"6175",1999,1,31,755,225
"6176",1999,1,32,1128,234
"6177",1999,1,33,388,194
"6178",1999,1,34,26,13
"6179",1999,1,35,520.5,555
"6180",1999,1,36,1095,487
"6181",1999,1,37,2525,1957
"6182",1999,1,38,2654.5,1124
"6183",1999,1,39,879,456.5
"6184",1999,1,40,3052,5716
"6185",1999,1,41,69,2013
"6186",1999,1,42,352.333333333333,906.666666666667
"6187",1999,1,43,176,10
"6188",1999,1,44,220,4189
"6189",1999,1,45,29,2264
"6190",1999,1,46,0,1038
"6191",1999,1,47,10,279
"6192",1999,1,48,72,1466
"6193",1999,1,49,1898,3648
"6194",1999,1,50,3244,5747
"6195",1999,1,51,1820,2173
"6196",1999,1,52,8,9
"6197",1999,1,53,306,475
"6198",1999,1,54,8,27
"6199",1999,1,55,1,33
"6200",1999,1,56,172,690
"6201",1999,1,57,72,650
"6202",1999,1,58,3426,2008
"6203",1999,1,59,715.333333333333,1556.66666666667
"6204",1999,1,60,838,1322
"6205",1999,1,61,1444,1571
"6206",1999,1,62,540,4783
"6207",1999,1,63,764,899
"6208",1999,1,64,474.5,482
"6209",1999,2,1,480,1026
"6210",1999,2,2,351,254
"6211",1999,2,3,127,131
"6212",1999,2,4,1689,3186
"6213",1999,2,5,3876,1883
"6214",1999,2,6,7493,2430
"6215",1999,2,7,339,183
"6216",1999,2,8,925,566
"6217",1999,2,9,1152,393
"6218",1999,2,10,1269,196
"6219",1999,2,11,854,389
"6220",1999,2,12,636,534
"6221",1999,2,13,384,114
"6222",1999,2,14,1240,467
"6223",1999,2,15,5193,172
"6224",1999,2,16,8741,586
"6225",1999,2,17,3572,669
"6226",1999,2,18,4058,891
"6227",1999,2,19,597,30
"6228",1999,2,20,219,10
"6229",1999,2,21,88,2
"6230",1999,2,22,115,8
"6231",1999,2,23,348,59
"6232",1999,2,24,97,8
"6233",1999,2,25,95,2
"6234",1999,2,26,44,3
"6235",1999,2,27,71,18
"6236",1999,2,28,3726,628
"6237",1999,2,29,541,522
"6238",1999,2,30,384,368
"6239",1999,2,31,268,85
"6240",1999,2,32,106,39
"6241",1999,2,33,119,83
"6242",1999,2,34,26,13
"6243",1999,2,35,132,160.5
"6244",1999,2,36,541,297
"6245",1999,2,37,2107,1499
"6246",1999,2,38,1444,566.5
"6247",1999,2,39,210,111
"6248",1999,2,40,521,648
"6249",1999,2,41,13,531
"6250",1999,2,42,67.6666666666667,200.666666666667
"6251",1999,2,43,176,10
"6252",1999,2,44,0,325
"6253",1999,2,45,0,0
"6254",1999,2,46,0,1
"6255",1999,2,47,0,1
"6256",1999,2,48,0,0
"6257",1999,2,49,356,714
"6258",1999,2,50,3244,5747
"6259",1999,2,51,1820,2173
"6260",1999,2,52,8,9
"6261",1999,2,53,306,475
"6262",1999,2,54,8,27
"6263",1999,2,55,1,33
"6264",1999,2,56,172,690
"6265",1999,2,57,70,645
"6266",1999,2,58,117,45
"6267",1999,2,59,539,865.666666666667
"6268",1999,2,60,64,41
"6269",1999,2,61,25,21
"6270",1999,2,62,67,169
"6271",1999,2,63,38,51
"6272",1999,2,64,119.5,111.5
"6273",1999,3,1,403,1429
"6274",1999,3,2,42,37
"6275",1999,3,3,8,59
"6276",1999,3,4,212,884
"6277",1999,3,5,408,253
"6278",1999,3,6,3237,1440
"6279",1999,3,7,133,495
"6280",1999,3,8,105,145
"6281",1999,3,9,94,47
"6282",1999,3,10,73,8
"6283",1999,3,11,54,19
"6284",1999,3,12,32,19
"6285",1999,3,13,13,13
"6286",1999,3,14,213,168
"6287",1999,3,15,437,22
"6288",1999,3,16,659,50
"6289",1999,3,17,188,65
"6290",1999,3,18,149,37
"6291",1999,3,19,50,4
"6292",1999,3,20,0,0
"6293",1999,3,21,0,0
"6294",1999,3,22,0,0
"6295",1999,3,23,0,0
"6296",1999,3,24,1,0
"6297",1999,3,25,72,8
"6298",1999,3,26,53,6
"6299",1999,3,27,0,0
"6300",1999,3,28,346,55
"6301",1999,3,29,45,43
"6302",1999,3,30,42,34
"6303",1999,3,31,1,0
"6304",1999,3,32,0,0
"6305",1999,3,33,29,6
"6306",1999,3,34,0,0
"6307",1999,3,35,11.5,12.5
"6308",1999,3,36,23,18
"6309",1999,3,37,144,118
"6310",1999,3,38,251.5,91.5
"6311",1999,3,39,31.5,13
"6312",1999,3,40,138,203
"6313",1999,3,41,11,480
"6314",1999,3,42,25,68.5
"6315",1999,3,43,0,0
"6316",1999,3,44,49,276
"6317",1999,3,45,11,256
"6318",1999,3,46,0,30
"6319",1999,3,47,10,13
"6320",1999,3,48,0,0
"6321",1999,3,49,4,50
"6322",1999,3,50,0,0
"6323",1999,3,51,0,0
"6324",1999,3,52,0,0
"6325",1999,3,53,0,0
"6326",1999,3,54,0,0
"6327",1999,3,55,0,0
"6328",1999,3,56,0,0
"6329",1999,3,57,0,0
"6330",1999,3,58,0,0
"6331",1999,3,59,22.3333333333333,59.3333333333333
"6332",1999,3,60,112,164
"6333",1999,3,61,61,121
"6334",1999,3,62,30,158
"6335",1999,3,63,17,36.5
"6336",1999,3,64,66.5,71.5
"6337",1999,4,1,10421,34158
"6338",1999,4,2,3846,3117
"6339",1999,4,3,3238,3128
"6340",1999,4,4,4587,11546
"6341",1999,4,5,30575,10500
"6342",1999,4,6,95818,21266
"6343",1999,4,7,10294,10196
"6344",1999,4,8,4216,2025
"6345",1999,4,9,2352,775
"6346",1999,4,10,1761,250
"6347",1999,4,11,1456,651
"6348",1999,4,12,348,254
"6349",1999,4,13,199,48
"6350",1999,4,14,1187,572
"6351",1999,4,15,13182,313
"6352",1999,4,16,19869,1041
"6353",1999,4,17,12993,1904
"6354",1999,4,18,4472,939
"6355",1999,4,19,662,109
"6356",1999,4,20,128,11
"6357",1999,4,21,0,0
"6358",1999,4,22,341,29
"6359",1999,4,23,0,0
"6360",1999,4,24,117,2
"6361",1999,4,25,453,35
"6362",1999,4,26,4521,398
"6363",1999,4,27,346,117
"6364",1999,4,28,3831,920
"6365",1999,4,29,969,569
"6366",1999,4,30,831,640
"6367",1999,4,31,486,140
"6368",1999,4,32,1022,195
"6369",1999,4,33,240,105
"6370",1999,4,34,0,0
"6371",1999,4,35,377,382
"6372",1999,4,36,531,172
"6373",1999,4,37,274,340
"6374",1999,4,38,959,466
"6375",1999,4,39,637.5,332.5
"6376",1999,4,40,2393,4865
"6377",1999,4,41,45,1002
"6378",1999,4,42,402,990.5
"6379",1999,4,43,0,0
"6380",1999,4,44,171,3588
"6381",1999,4,45,18,2008
"6382",1999,4,46,0,1007
"6383",1999,4,47,0,265
"6384",1999,4,48,72,1466
"6385",1999,4,49,1538,2884
"6386",1999,4,50,0,0
"6387",1999,4,51,0,0
"6388",1999,4,52,0,0
"6389",1999,4,53,0,0
"6390",1999,4,54,0,0
"6391",1999,4,55,0,0
"6392",1999,4,56,0,0
"6393",1999,4,57,0,0
"6394",1999,4,58,3309,1963
"6395",1999,4,59,154.666666666667,633.333333333333
"6396",1999,4,60,662,1117
"6397",1999,4,61,1358,1429
"6398",1999,4,62,443,4456
"6399",1999,4,63,709,811.5
"6400",1999,4,64,288.5,299
"6401",2000,1,1,11234,36749
"6402",2000,1,2,4163,3463
"6403",2000,1,3,3363,3470
"6404",2000,1,4,7333,17701
"6405",2000,1,5,33405,12952
"6406",2000,1,6,104800,26518
"6407",2000,1,7,11237,11932
"6408",2000,1,8,6166,3428
"6409",2000,1,9,3712,1147
"6410",2000,1,10,2886,463
"6411",2000,1,11,2049,1060
"6412",2000,1,12,951,738
"6413",2000,1,13,459,197
"6414",2000,1,14,2920,1320
"6415",2000,1,15,18746,535
"6416",2000,1,16,29358,1883
"6417",2000,1,17,16557,2705
"6418",2000,1,18,8335,2147
"6419",2000,1,19,1231,103
"6420",2000,1,20,310,14
"6421",2000,1,21,111,7
"6422",2000,1,22,381,33
"6423",2000,1,23,312,81
"6424",2000,1,24,213,1
"6425",2000,1,25,590,50
"6426",2000,1,26,4334,425
"6427",2000,1,27,389,155
"6428",2000,1,28,8757,1948
"6429",2000,1,29,1609,1151
"6430",2000,1,30,1247,1050
"6431",2000,1,31,711,204
"6432",2000,1,32,1016,229
"6433",2000,1,33,305,136
"6434",2000,1,34,23,12
"6435",2000,1,35,532,542.5
"6436",2000,1,36,1055,507
"6437",2000,1,37,2596,2104
"6438",2000,1,38,2558.5,1106
"6439",2000,1,39,789.5,455
"6440",2000,1,40,3067,5803
"6441",2000,1,41,94,2308
"6442",2000,1,42,374,1016.66666666667
"6443",2000,1,43,173,19
"6444",2000,1,44,193,4411
"6445",2000,1,45,40,2287
"6446",2000,1,46,1,1122
"6447",2000,1,47,5,294
"6448",2000,1,48,67,1433
"6449",2000,1,49,1832,3687
"6450",2000,1,50,3032,5046
"6451",2000,1,51,1737,1974
"6452",2000,1,52,1,0
"6453",2000,1,53,253,372
"6454",2000,1,54,4,13
"6455",2000,1,55,1,14
"6456",2000,1,56,142,649
"6457",2000,1,57,47,565
"6458",2000,1,58,3457,2044
"6459",2000,1,59,619.5,1376.5
"6460",2000,1,60,789,1301
"6461",2000,1,61,1406,1688
"6462",2000,1,62,575,4674
"6463",2000,1,63,701.5,1015
"6464",2000,1,64,443.5,476.5
"6465",2000,2,1,236,451
"6466",2000,2,2,308,162
"6467",2000,2,3,101,70
"6468",2000,2,4,1940,3828
"6469",2000,2,5,3600,1831
"6470",2000,2,6,7132,2322
"6471",2000,2,7,501,328
"6472",2000,2,8,1147,778
"6473",2000,2,9,1167,351
"6474",2000,2,10,1111,191
"6475",2000,2,11,680,371
"6476",2000,2,12,575,452
"6477",2000,2,13,332,139
"6478",2000,2,14,1600,618
"6479",2000,2,15,5108,178
"6480",2000,2,16,8625,626
"6481",2000,2,17,3524,661
"6482",2000,2,18,3757,977
"6483",2000,2,19,651,23
"6484",2000,2,20,192,4
"6485",2000,2,21,64,0
"6486",2000,2,22,91,9
"6487",2000,2,23,312,81
"6488",2000,2,24,95,1
"6489",2000,2,25,92,1
"6490",2000,2,26,45,3
"6491",2000,2,27,63,17
"6492",2000,2,28,4382,840
"6493",2000,2,29,569,517
"6494",2000,2,30,371,325
"6495",2000,2,31,261,70
"6496",2000,2,32,80,39
"6497",2000,2,33,131,73
"6498",2000,2,34,23,12
"6499",2000,2,35,150,141
"6500",2000,2,36,538,298
"6501",2000,2,37,2063,1514
"6502",2000,2,38,1377,536
"6503",2000,2,39,180,114.5
"6504",2000,2,40,537,617
"6505",2000,2,41,25,646
"6506",2000,2,42,72.3333333333333,251.333333333333
"6507",2000,2,43,173,19
"6508",2000,2,44,0,333
"6509",2000,2,45,0,0
"6510",2000,2,46,0,1
"6511",2000,2,47,0,0
"6512",2000,2,48,0,0
"6513",2000,2,49,380,600
"6514",2000,2,50,3032,5046
"6515",2000,2,51,1737,1974
"6516",2000,2,52,1,0
"6517",2000,2,53,253,372
"6518",2000,2,54,4,13
"6519",2000,2,55,1,14
"6520",2000,2,56,142,649
"6521",2000,2,57,47,565
"6522",2000,2,58,142,52
"6523",2000,2,59,494.75,812.5
"6524",2000,2,60,65,36
"6525",2000,2,61,29,17
"6526",2000,2,62,64,166
"6527",2000,2,63,30,60
"6528",2000,2,64,95,88
"6529",2000,3,1,361,1523
"6530",2000,3,2,42,48
"6531",2000,3,3,4,48
"6532",2000,3,4,234,887
"6533",2000,3,5,376,246
"6534",2000,3,6,3117,1522
"6535",2000,3,7,173,500
"6536",2000,3,8,225,225
"6537",2000,3,9,99,52
"6538",2000,3,10,58,8
"6539",2000,3,11,45,23
"6540",2000,3,12,30,23
"6541",2000,3,13,28,6
"6542",2000,3,14,208,127
"6543",2000,3,15,425,27
"6544",2000,3,16,618,64
"6545",2000,3,17,175,59
"6546",2000,3,18,159,38
"6547",2000,3,19,47,6
"6548",2000,3,20,0,0
"6549",2000,3,21,0,0
"6550",2000,3,22,0,0
"6551",2000,3,23,0,0
"6552",2000,3,24,0,0
"6553",2000,3,25,64,7
"6554",2000,3,26,59,7
"6555",2000,3,27,0,0
"6556",2000,3,28,356,68
"6557",2000,3,29,47,40
"6558",2000,3,30,32,37
"6559",2000,3,31,1,0
"6560",2000,3,32,0,0
"6561",2000,3,33,23,17
"6562",2000,3,34,0,0
"6563",2000,3,35,8,9
"6564",2000,3,36,20,18
"6565",2000,3,37,113,123
"6566",2000,3,38,234,91.5
"6567",2000,3,39,22.5,15.5
"6568",2000,3,40,171,170
"6569",2000,3,41,14,586
"6570",2000,3,42,29,73
"6571",2000,3,43,0,0
"6572",2000,3,44,41,252
"6573",2000,3,45,17,242
"6574",2000,3,46,1,29
"6575",2000,3,47,5,27
"6576",2000,3,48,0,0
"6577",2000,3,49,4,46
"6578",2000,3,50,0,0
"6579",2000,3,51,0,0
"6580",2000,3,52,0,0
"6581",2000,3,53,0,0
"6582",2000,3,54,0,0
"6583",2000,3,55,0,0
"6584",2000,3,56,0,0
"6585",2000,3,57,0,0
"6586",2000,3,58,0,0
"6587",2000,3,59,15.75,45
"6588",2000,3,60,115,172
"6589",2000,3,61,50,102
"6590",2000,3,62,31,168
"6591",2000,3,63,14.5,52.5
"6592",2000,3,64,63.5,60.5
"6593",2000,4,1,10637,34775
"6594",2000,4,2,3813,3253
"6595",2000,4,3,3258,3352
"6596",2000,4,4,5159,12986
"6597",2000,4,5,29429,10875
"6598",2000,4,6,94551,22674
"6599",2000,4,7,10563,11104
"6600",2000,4,8,4794,2425
"6601",2000,4,9,2446,744
"6602",2000,4,10,1717,264
"6603",2000,4,11,1324,666
"6604",2000,4,12,346,263
"6605",2000,4,13,99,52
"6606",2000,4,14,1112,575
"6607",2000,4,15,13213,330
"6608",2000,4,16,20115,1193
"6609",2000,4,17,12858,1985
"6610",2000,4,18,4419,1132
"6611",2000,4,19,533,74
"6612",2000,4,20,118,10
"6613",2000,4,21,47,7
"6614",2000,4,22,290,24
"6615",2000,4,23,0,0
"6616",2000,4,24,118,0
"6617",2000,4,25,434,42
"6618",2000,4,26,4230,415
"6619",2000,4,27,326,138
"6620",2000,4,28,4019,1040
"6621",2000,4,29,993,594
"6622",2000,4,30,844,688
"6623",2000,4,31,449,134
"6624",2000,4,32,936,190
"6625",2000,4,33,151,46
"6626",2000,4,34,0,0
"6627",2000,4,35,374,392.5
"6628",2000,4,36,497,191
"6629",2000,4,37,420,467
"6630",2000,4,38,947.5,478.5
"6631",2000,4,39,587,325
"6632",2000,4,40,2359,5016
"6633",2000,4,41,55,1076
"6634",2000,4,42,423.5,1075
"6635",2000,4,43,0,0
"6636",2000,4,44,152,3826
"6637",2000,4,45,23,2045
"6638",2000,4,46,0,1092
"6639",2000,4,47,0,267
"6640",2000,4,48,67,1433
"6641",2000,4,49,1448,3041
"6642",2000,4,50,0,0
"6643",2000,4,51,0,0
"6644",2000,4,52,0,0
"6645",2000,4,53,0,0
"6646",2000,4,54,0,0
"6647",2000,4,55,0,0
"6648",2000,4,56,0,0
"6649",2000,4,57,0,0
"6650",2000,4,58,3315,1992
"6651",2000,4,59,109,519
"6652",2000,4,60,609,1093
"6653",2000,4,61,1327,1569
"6654",2000,4,62,480,4340
"6655",2000,4,63,657,902.5
"6656",2000,4,64,285,328
"6657",2001,1,1,11389,36757
"6658",2001,1,2,4185,3639
"6659",2001,1,3,3362,3447
"6660",2001,1,4,7870,18455
"6661",2001,1,5,32835,12674
"6662",2001,1,6,103862,27228
"6663",2001,1,7,12355,13621
"6664",2001,1,8,7035,4049
"6665",2001,1,9,3702,1184
"6666",2001,1,10,2963,455
"6667",2001,1,11,2129,1008
"6668",2001,1,12,917,755
"6669",2001,1,13,567,170
"6670",2001,1,14,3369,1598
"6671",2001,1,15,18344,554
"6672",2001,1,16,29221,1963
"6673",2001,1,17,16507,2855
"6674",2001,1,18,8078,2116
"6675",2001,1,19,1541,119
"6676",2001,1,20,298,17
"6677",2001,1,21,61,3
"6678",2001,1,22,390,28
"6679",2001,1,23,302,72
"6680",2001,1,24,210,10
"6681",2001,1,25,615,41
"6682",2001,1,26,4341,454
"6683",2001,1,27,391,204
"6684",2001,1,28,9090,2056
"6685",2001,1,29,1535,1108
"6686",2001,1,30,1250,1030
"6687",2001,1,31,678,240
"6688",2001,1,32,957,248
"6689",2001,1,33,277,157
"6690",2001,1,34,18,7
"6691",2001,1,35,477.5,513
"6692",2001,1,36,1008,538
"6693",2001,1,37,2659,2029
"6694",2001,1,38,2438.5,1186.5
"6695",2001,1,39,796,464
"6696",2001,1,40,3159,5340
"6697",2001,1,41,90,2700
"6698",2001,1,42,436.333333333333,1110
"6699",2001,1,43,161,29
"6700",2001,1,44,221,4322
"6701",2001,1,45,36,2294
"6702",2001,1,46,6,1148
"6703",2001,1,47,1,262
"6704",2001,1,48,90,1482
"6705",2001,1,49,1829,3621
"6706",2001,1,50,2837,4485
"6707",2001,1,51,1520,1697
"6708",2001,1,52,0,0
"6709",2001,1,53,187,298
"6710",2001,1,54,0,14
"6711",2001,1,55,2,13
"6712",2001,1,56,116,570
"6713",2001,1,57,61,449
"6714",2001,1,58,3367,1924
"6715",2001,1,59,785.25,1623.75
"6716",2001,1,60,776,1332
"6717",2001,1,61,1381,1734
"6718",2001,1,62,573,4589
"6719",2001,1,63,698,1018
"6720",2001,1,64,379,424
"6721",2001,2,1,110,276
"6722",2001,2,2,243,109
"6723",2001,2,3,44,47
"6724",2001,2,4,2240,4130
"6725",2001,2,5,3326,1624
"6726",2001,2,6,6999,2459
"6727",2001,2,7,451,358
"6728",2001,2,8,1408,1085
"6729",2001,2,9,985,371
"6730",2001,2,10,1134,199
"6731",2001,2,11,639,328
"6732",2001,2,12,562,467
"6733",2001,2,13,343,120
"6734",2001,2,14,1748,700
"6735",2001,2,15,4976,184
"6736",2001,2,16,8732,635
"6737",2001,2,17,3501,693
"6738",2001,2,18,3734,972
"6739",2001,2,19,926,48
"6740",2001,2,20,150,7
"6741",2001,2,21,61,3
"6742",2001,2,22,93,8
"6743",2001,2,23,302,72
"6744",2001,2,24,105,7
"6745",2001,2,25,87,6
"6746",2001,2,26,35,2
"6747",2001,2,27,58,31
"6748",2001,2,28,4493,819
"6749",2001,2,29,571,472
"6750",2001,2,30,353,321
"6751",2001,2,31,235,83
"6752",2001,2,32,86,30
"6753",2001,2,33,117,78
"6754",2001,2,34,18,7
"6755",2001,2,35,135,141.5
"6756",2001,2,36,515,324
"6757",2001,2,37,2123,1492
"6758",2001,2,38,1312,605.5
"6759",2001,2,39,193.5,127.5
"6760",2001,2,40,596,559
"6761",2001,2,41,14,707
"6762",2001,2,42,89.6666666666667,292.333333333333
"6763",2001,2,43,161,29
"6764",2001,2,44,0,326
"6765",2001,2,45,0,0
"6766",2001,2,46,0,0
"6767",2001,2,47,0,0
"6768",2001,2,48,0,0
"6769",2001,2,49,385,615
"6770",2001,2,50,2837,4485
"6771",2001,2,51,1520,1697
"6772",2001,2,52,0,0
"6773",2001,2,53,187,298
"6774",2001,2,54,0,14
"6775",2001,2,55,2,13
"6776",2001,2,56,116,570
"6777",2001,2,57,61,449
"6778",2001,2,58,119,51
"6779",2001,2,59,638,1045.5
"6780",2001,2,60,58,52
"6781",2001,2,61,33,17
"6782",2001,2,62,71,175
"6783",2001,2,63,28,55
"6784",2001,2,64,95,93
"6785",2001,3,1,360,1542
"6786",2001,3,2,46,46
"6787",2001,3,3,9,47
"6788",2001,3,4,301,912
"6789",2001,3,5,399,279
"6790",2001,3,6,3046,1661
"6791",2001,3,7,225,518
"6792",2001,3,8,195,238
"6793",2001,3,9,98,65
"6794",2001,3,10,58,10
"6795",2001,3,11,51,24
"6796",2001,3,12,22,22
"6797",2001,3,13,17,12
"6798",2001,3,14,251,178
"6799",2001,3,15,478,21
"6800",2001,3,16,660,69
"6801",2001,3,17,309,91
"6802",2001,3,18,146,41
"6803",2001,3,19,43,3
"6804",2001,3,20,0,0
"6805",2001,3,21,0,0
"6806",2001,3,22,0,0
"6807",2001,3,23,0,0
"6808",2001,3,24,0,0
"6809",2001,3,25,71,4
"6810",2001,3,26,66,7
"6811",2001,3,27,0,0
"6812",2001,3,28,400,106
"6813",2001,3,29,20,23
"6814",2001,3,30,41,38
"6815",2001,3,31,0,0
"6816",2001,3,32,0,0
"6817",2001,3,33,25,17
"6818",2001,3,34,0,0
"6819",2001,3,35,8,11.5
"6820",2001,3,36,27,16
"6821",2001,3,37,149,123
"6822",2001,3,38,235,97
"6823",2001,3,39,28,19
"6824",2001,3,40,167,207
"6825",2001,3,41,30,910
"6826",2001,3,42,26.5,73
"6827",2001,3,43,0,0
"6828",2001,3,44,51,250
"6829",2001,3,45,10,252
"6830",2001,3,46,6,23
"6831",2001,3,47,1,1
"6832",2001,3,48,0,0
"6833",2001,3,49,7,50
"6834",2001,3,50,0,0
"6835",2001,3,51,0,0
"6836",2001,3,52,0,0
"6837",2001,3,53,0,0
"6838",2001,3,54,0,0
"6839",2001,3,55,0,0
"6840",2001,3,56,0,0
"6841",2001,3,57,0,0
"6842",2001,3,58,0,0
"6843",2001,3,59,15.5,47.25
"6844",2001,3,60,88,178
"6845",2001,3,61,65,92
"6846",2001,3,62,26,145
"6847",2001,3,63,17.5,42.5
"6848",2001,3,64,26,34
"6849",2001,4,1,10919,34939
"6850",2001,4,2,3896,3484
"6851",2001,4,3,3309,3353
"6852",2001,4,4,5329,13413
"6853",2001,4,5,29110,10771
"6854",2001,4,6,93817,23108
"6855",2001,4,7,11679,12745
"6856",2001,4,8,5432,2726
"6857",2001,4,9,2619,748
"6858",2001,4,10,1771,246
"6859",2001,4,11,1439,656
"6860",2001,4,12,333,266
"6861",2001,4,13,207,38
"6862",2001,4,14,1370,720
"6863",2001,4,15,12890,349
"6864",2001,4,16,19829,1259
"6865",2001,4,17,12697,2071
"6866",2001,4,18,4198,1103
"6867",2001,4,19,572,68
"6868",2001,4,20,148,10
"6869",2001,4,21,0,0
"6870",2001,4,22,297,20
"6871",2001,4,23,0,0
"6872",2001,4,24,105,3
"6873",2001,4,25,457,31
"6874",2001,4,26,4240,445
"6875",2001,4,27,333,173
"6876",2001,4,28,4197,1131
"6877",2001,4,29,944,613
"6878",2001,4,30,856,671
"6879",2001,4,31,443,157
"6880",2001,4,32,871,218
"6881",2001,4,33,135,62
"6882",2001,4,34,0,0
"6883",2001,4,35,334.5,360
"6884",2001,4,36,466,198
"6885",2001,4,37,387,414
"6886",2001,4,38,891.5,484
"6887",2001,4,39,574.5,317.5
"6888",2001,4,40,2396,4574
"6889",2001,4,41,46,1083
"6890",2001,4,42,493.5,1153.5
"6891",2001,4,43,0,0
"6892",2001,4,44,170,3746
"6893",2001,4,45,26,2042
"6894",2001,4,46,0,1125
"6895",2001,4,47,0,261
"6896",2001,4,48,90,1482
"6897",2001,4,49,1437,2956
"6898",2001,4,50,0,0
"6899",2001,4,51,0,0
"6900",2001,4,52,0,0
"6901",2001,4,53,0,0
"6902",2001,4,54,0,0
"6903",2001,4,55,0,0
"6904",2001,4,56,0,0
"6905",2001,4,57,0,0
"6906",2001,4,58,3248,1873
"6907",2001,4,59,131.75,531
"6908",2001,4,60,630,1102
"6909",2001,4,61,1283,1625
"6910",2001,4,62,476,4269
"6911",2001,4,63,652.5,920.5
"6912",2001,4,64,258,297
"6913",2002,1,1,11378,35276
"6914",2002,1,2,3951,3436
"6915",2002,1,3,3312,3491
"6916",2002,1,4,8263,20291
"6917",2002,1,5,32350,13104
"6918",2002,1,6,99759,27574
"6919",2002,1,7,12397,14800
"6920",2002,1,8,7211,4177
"6921",2002,1,9,3724,1105
"6922",2002,1,10,2836,416
"6923",2002,1,11,2176,983
"6924",2002,1,12,898,668
"6925",2002,1,13,662,252
"6926",2002,1,14,3582,1671
"6927",2002,1,15,18072,604
"6928",2002,1,16,29399,1843
"6929",2002,1,17,15966,2761
"6930",2002,1,18,8072,2154
"6931",2002,1,19,1535,120
"6932",2002,1,20,216,5
"6933",2002,1,21,28,3
"6934",2002,1,22,386,24
"6935",2002,1,23,251,95
"6936",2002,1,24,87,1
"6937",2002,1,25,588,51
"6938",2002,1,26,3961,441
"6939",2002,1,27,334,177
"6940",2002,1,28,10265,2430
"6941",2002,1,29,1443,1001
"6942",2002,1,30,1095,919
"6943",2002,1,31,666,233
"6944",2002,1,32,752,199
"6945",2002,1,33,265,149
"6946",2002,1,34,3,0
"6947",2002,1,35,498.5,566.5
"6948",2002,1,36,993,548
"6949",2002,1,37,3279,2211
"6950",2002,1,38,2623,1174.5
"6951",2002,1,39,838.5,479.5
"6952",2002,1,40,3307,5338
"6953",2002,1,41,169,3522
"6954",2002,1,42,533,1200.66666666667
"6955",2002,1,43,167,23
"6956",2002,1,44,209,4424
"6957",2002,1,45,70,2542
"6958",2002,1,46,0,1114
"6959",2002,1,47,1,246
"6960",2002,1,48,93,1381
"6961",2002,1,49,1759,3699
"6962",2002,1,50,2353,3284
"6963",2002,1,51,1194,1222
"6964",2002,1,52,1,0
"6965",2002,1,53,151,234
"6966",2002,1,54,3,13
"6967",2002,1,55,2,13
"6968",2002,1,56,88,389
"6969",2002,1,57,38,294
"6970",2002,1,58,3158,1839
"6971",2002,1,59,900.25,1884.25
"6972",2002,1,60,742,1370
"6973",2002,1,61,1302,1749
"6974",2002,1,62,570,4600
"6975",2002,1,63,720,1022
"6976",2002,1,64,332,407
"6977",2002,2,1,100,231
"6978",2002,2,2,204,124
"6979",2002,2,3,37,26
"6980",2002,2,4,2409,4076
"6981",2002,2,5,3166,1675
"6982",2002,2,6,6451,2283
"6983",2002,2,7,439,346
"6984",2002,2,8,1544,1101
"6985",2002,2,9,1012,304
"6986",2002,2,10,1010,184
"6987",2002,2,11,602,269
"6988",2002,2,12,535,377
"6989",2002,2,13,320,124
"6990",2002,2,14,1935,744
"6991",2002,2,15,4824,193
"6992",2002,2,16,8429,611
"6993",2002,2,17,3252,654
"6994",2002,2,18,3772,1034
"6995",2002,2,19,976,58
"6996",2002,2,20,100,1
"6997",2002,2,21,28,3
"6998",2002,2,22,67,4
"6999",2002,2,23,251,95
"7000",2002,2,24,21,1
"7001",2002,2,25,81,5
"7002",2002,2,26,36,4
"7003",2002,2,27,10,3
"7004",2002,2,28,5077,997
"7005",2002,2,29,468,399
"7006",2002,2,30,240,231
"7007",2002,2,31,178,64
"7008",2002,2,32,85,28
"7009",2002,2,33,113,72
"7010",2002,2,34,3,0
"7011",2002,2,35,148.5,146
"7012",2002,2,36,459,310
"7013",2002,2,37,2311,1643
"7014",2002,2,38,1433,579
"7015",2002,2,39,199.5,124.5
"7016",2002,2,40,589,592
"7017",2002,2,41,36,827
"7018",2002,2,42,111,334
"7019",2002,2,43,167,23
"7020",2002,2,44,0,311
"7021",2002,2,45,0,0
"7022",2002,2,46,0,0
"7023",2002,2,47,0,0
"7024",2002,2,48,0,0
"7025",2002,2,49,390,572
"7026",2002,2,50,2353,3284
"7027",2002,2,51,1194,1222
"7028",2002,2,52,1,0
"7029",2002,2,53,151,234
"7030",2002,2,54,3,13
"7031",2002,2,55,2,13
"7032",2002,2,56,88,389
"7033",2002,2,57,38,294
"7034",2002,2,58,130,42
"7035",2002,2,59,741.5,1297.5
