"","year","inst","numx","men","women"
"2328",1984,1,24,208,3
"2329",1984,1,25,449,11
"2330",1984,1,26,4192,111
"2331",1984,1,27,197,49
"2332",1984,1,28,1559,51
"2333",1984,1,29,2543,378
"2334",1984,1,30,1933,531
"2335",1984,1,31,1126,17
"2336",1984,1,32,1220,86
"2337",1984,1,33,894,35
"2338",1984,1,34,144,23
"2339",1984,1,35,1949,475
"2340",1984,1,36,1502,88
"2341",1984,1,37,336,197
"2342",1984,1,38,3484,534.5
"2343",1984,1,39,1323.5,276.5
"2344",1984,1,40,2993,4714
"2345",1984,1,41,2,181
"2346",1984,1,42,149.666666666667,256.333333333333
"2347",1984,1,43,299,5
"2348",1984,1,44,0,2155
"2349",1984,1,45,31,2118
"2350",1984,1,46,0,1371
"2351",1984,1,47,20,172
"2352",1984,1,48,7,1709
"2353",1984,1,49,1999,2954
"2354",1984,1,50,5205,6109
"2355",1984,1,51,2406,1786
"2356",1984,1,52,10,5
"2357",1984,1,53,681,612
"2358",1984,1,54,9,15
"2359",1984,1,55,19,63
"2360",1984,1,56,334,645
"2361",1984,1,57,80,805
"2362",1984,1,58,3244,1239
"2363",1984,1,59,324,1084.5
"2364",1984,1,60,756,655
"2365",1984,1,61,814,719
"2366",1984,1,62,541,4362
"2367",1984,1,63,594.5,391
"2368",1984,1,64,302.5,271.5
"2369",1984,2,1,1071,1393
"2370",1984,2,2,337,199
"2371",1984,2,3,272,172
"2372",1984,2,4,769,683
"2373",1984,2,5,3607,296
"2374",1984,2,6,7053,418
"2375",1984,2,7,195,61
"2376",1984,2,8,685,72
"2377",1984,2,9,982,170
"2378",1984,2,10,1251,113
"2379",1984,2,11,902,277
"2380",1984,2,12,658,236
"2381",1984,2,13,460,49
"2382",1984,2,14,262,34
"2383",1984,2,15,4217,14
"2384",1984,2,16,5189,114
"2385",1984,2,17,3045,74
"2386",1984,2,18,3707,234
"2387",1984,2,19,760,16
"2388",1984,2,20,233,3
"2389",1984,2,21,288,2
"2390",1984,2,22,944,8
"2391",1984,2,23,500,55
"2392",1984,2,24,130,0
"2393",1984,2,25,107,2
"2394",1984,2,26,119,2
"2395",1984,2,27,117,29
"2396",1984,2,28,749,28
"2397",1984,2,29,1235,226
"2398",1984,2,30,990,336
"2399",1984,2,31,836,14
"2400",1984,2,32,220,36
"2401",1984,2,33,565,31
"2402",1984,2,34,144,23
"2403",1984,2,35,656,155
"2404",1984,2,36,782,56
"2405",1984,2,37,179,63
"2406",1984,2,38,1785.5,193
"2407",1984,2,39,234.5,40.5
"2408",1984,2,40,493,613
"2409",1984,2,41,0,61
"2410",1984,2,42,50,29.6666666666667
"2411",1984,2,43,299,5
"2412",1984,2,44,0,56
"2413",1984,2,45,0,59
"2414",1984,2,46,0,58
"2415",1984,2,47,0,35
"2416",1984,2,48,0,32
"2417",1984,2,49,418,398
"2418",1984,2,50,5205,6109
"2419",1984,2,51,2406,1786
"2420",1984,2,52,10,5
"2421",1984,2,53,681,612
"2422",1984,2,54,9,15
"2423",1984,2,55,19,63
"2424",1984,2,56,334,645
"2425",1984,2,57,80,805
"2426",1984,2,58,10,0
"2427",1984,2,59,103.5,234
"2428",1984,2,60,76,27
"2429",1984,2,61,26,22
"2430",1984,2,62,81,146
"2431",1984,2,63,37,29
"2432",1984,2,64,123,51.5
"2433",1984,3,1,614,1402
"2434",1984,3,2,33,10
"2435",1984,3,3,3,25
"2436",1984,3,4,45,49
"2437",1984,3,5,372,41
"2438",1984,3,6,2477,260
"2439",1984,3,7,22,160
"2440",1984,3,8,0,0
"2441",1984,3,9,37,9
"2442",1984,3,10,43,3
"2443",1984,3,11,48,13
"2444",1984,3,12,22,6
"2445",1984,3,13,15,3
"2446",1984,3,14,55,64
"2447",1984,3,15,249,0
"2448",1984,3,16,264,2
"2449",1984,3,17,137,2
"2450",1984,3,18,185,7
"2451",1984,3,19,43,1
"2452",1984,3,20,0,0
"2453",1984,3,21,0,0
"2454",1984,3,22,80,0
"2455",1984,3,23,0,0
"2456",1984,3,24,22,1
"2457",1984,3,25,31,1
"2458",1984,3,26,26,3
"2459",1984,3,27,0,0
"2460",1984,3,28,0,0
"2461",1984,3,29,82,14
"2462",1984,3,30,62,12
"2463",1984,3,31,25,0
"2464",1984,3,32,0,0
"2465",1984,3,33,30,1
"2466",1984,3,34,0,0
"2467",1984,3,35,27,6
"2468",1984,3,36,0,0
"2469",1984,3,37,0,0
"2470",1984,3,38,285.5,39
"2471",1984,3,39,53,2.5
"2472",1984,3,40,171,176
"2473",1984,3,41,0,22
"2474",1984,3,42,0,0
"2475",1984,3,43,0,0
"2476",1984,3,44,0,219
"2477",1984,3,45,0,204
"2478",1984,3,46,0,127
"2479",1984,3,47,20,21
"2480",1984,3,48,0,60
"2481",1984,3,49,0,0
"2482",1984,3,50,0,0
"2483",1984,3,51,0,0
"2484",1984,3,52,0,0
"2485",1984,3,53,0,0
"2486",1984,3,54,0,0
"2487",1984,3,55,0,0
"2488",1984,3,56,0,0
"2489",1984,3,57,0,0
"2490",1984,3,58,0,0
"2491",1984,3,59,48,135.5
"2492",1984,3,60,114,80
"2493",1984,3,61,61,30
"2494",1984,3,62,26,94
"2495",1984,3,63,1,12
"2496",1984,3,64,18,7.5
"2497",1984,4,1,9502,22039
"2498",1984,4,2,3195,2525
"2499",1984,4,3,2719,1656
"2500",1984,4,4,1533,2573
"2501",1984,4,5,27899,2651
"2502",1984,4,6,84035,4757
"2503",1984,4,7,6853,4247
"2504",1984,4,8,1610,169
"2505",1984,4,9,1459,497
"2506",1984,4,10,1410,109
"2507",1984,4,11,1348,374
"2508",1984,4,12,156,49
"2509",1984,4,13,151,25
"2510",1984,4,14,771,94
"2511",1984,4,15,9947,17
"2512",1984,4,16,12478,143
"2513",1984,4,17,13252,288
"2514",1984,4,18,3703,185
"2515",1984,4,19,628,46
"2516",1984,4,20,177,1
"2517",1984,4,21,41,1
"2518",1984,4,22,517,1
"2519",1984,4,23,0,0
"2520",1984,4,24,56,2
"2521",1984,4,25,311,8
"2522",1984,4,26,4047,106
"2523",1984,4,27,80,20
"2524",1984,4,28,810,23
"2525",1984,4,29,1226,138
"2526",1984,4,30,881,183
"2527",1984,4,31,265,3
"2528",1984,4,32,1000,50
"2529",1984,4,33,299,3
"2530",1984,4,34,0,0
"2531",1984,4,35,1266,314
"2532",1984,4,36,720,32
"2533",1984,4,37,157,134
"2534",1984,4,38,1413,302.5
"2535",1984,4,39,1036,233.5
"2536",1984,4,40,2329,3925
"2537",1984,4,41,2,98
"2538",1984,4,42,149.5,340
"2539",1984,4,43,0,0
"2540",1984,4,44,0,1880
"2541",1984,4,45,31,1855
"2542",1984,4,46,0,1186
"2543",1984,4,47,0,116
"2544",1984,4,48,7,1617
"2545",1984,4,49,1581,2556
"2546",1984,4,50,0,0
"2547",1984,4,51,0,0
"2548",1984,4,52,0,0
"2549",1984,4,53,0,0
"2550",1984,4,54,0,0
"2551",1984,4,55,0,0
"2552",1984,4,56,0,0
"2553",1984,4,57,0,0
"2554",1984,4,58,3234,1239
"2555",1984,4,59,172.5,715
"2556",1984,4,60,566,548
"2557",1984,4,61,727,667
"2558",1984,4,62,434,4122
"2559",1984,4,63,556.5,350
"2560",1984,4,64,161.5,212.5
"2561",1985,1,1,11280,24523
"2562",1985,1,2,3450,2552
"2563",1985,1,3,2910,1912
"2564",1985,1,4,2545,3505
"2565",1985,1,5,32261,3260
"2566",1985,1,6,92722,5173
"2567",1985,1,7,7514,4493
"2568",1985,1,8,2192,250
"2569",1985,1,9,2701,798
"2570",1985,1,10,2753,255
"2571",1985,1,11,2398,743
"2572",1985,1,12,820,294
"2573",1985,1,13,638,96
"2574",1985,1,14,913,196
"2575",1985,1,15,14994,32
"2576",1985,1,16,18580,281
"2577",1985,1,17,16053,421
"2578",1985,1,18,7442,457
"2579",1985,1,19,1437,67
"2580",1985,1,20,388,5
"2581",1985,1,21,354,5
"2582",1985,1,22,1580,18
"2583",1985,1,23,490,71
"2584",1985,1,24,231,0
"2585",1985,1,25,495,6
"2586",1985,1,26,4139,151
"2587",1985,1,27,196,61
"2588",1985,1,28,1769,61
"2589",1985,1,29,2488,423
"2590",1985,1,30,1867,542
"2591",1985,1,31,1125,31
"2592",1985,1,32,1249,72
"2593",1985,1,33,865,32
"2594",1985,1,34,135,13
"2595",1985,1,35,1873,531
"2596",1985,1,36,1391,94
"2597",1985,1,37,379,178
"2598",1985,1,38,3419,519
"2599",1985,1,39,1299.5,293.5
"2600",1985,1,40,3094,4847
"2601",1985,1,41,6,165
"2602",1985,1,42,143.333333333333,278.666666666667
"2603",1985,1,43,310,2
"2604",1985,1,44,0,2059
"2605",1985,1,45,27,2077
"2606",1985,1,46,0,1434
"2607",1985,1,47,19,173
"2608",1985,1,48,16,1689
"2609",1985,1,49,2097,2769
"2610",1985,1,50,5230,6413
"2611",1985,1,51,2394,1811
"2612",1985,1,52,18,1
"2613",1985,1,53,665,614
"2614",1985,1,54,5,16
"2615",1985,1,55,24,71
"2616",1985,1,56,375,664
"2617",1985,1,57,75,791
"2618",1985,1,58,3195,1216
"2619",1985,1,59,333,1161
"2620",1985,1,60,714,649
"2621",1985,1,61,781,773
"2622",1985,1,62,534,4397
"2623",1985,1,63,623,402
"2624",1985,1,64,285.5,293
"2625",1985,2,1,1139,1460
"2626",1985,2,2,323,209
"2627",1985,2,3,215,169
"2628",1985,2,4,853,674
"2629",1985,2,5,3898,454
"2630",1985,2,6,7122,484
"2631",1985,2,7,202,58
"2632",1985,2,8,434,58
"2633",1985,2,9,921,216
"2634",1985,2,10,1261,118
"2635",1985,2,11,842,332
"2636",1985,2,12,648,227
"2637",1985,2,13,473,72
"2638",1985,2,14,236,47
"2639",1985,2,15,4347,16
"2640",1985,2,16,5233,102
"2641",1985,2,17,3260,100
"2642",1985,2,18,3480,239
"2643",1985,2,19,768,12
"2644",1985,2,20,239,1
"2645",1985,2,21,289,2
"2646",1985,2,22,957,11
"2647",1985,2,23,490,71
"2648",1985,2,24,133,0
"2649",1985,2,25,109,2
"2650",1985,2,26,124,7
"2651",1985,2,27,132,44
"2652",1985,2,28,883,39
"2653",1985,2,29,1207,286
"2654",1985,2,30,955,350
"2655",1985,2,31,795,19
"2656",1985,2,32,223,22
"2657",1985,2,33,526,28
"2658",1985,2,34,135,13
"2659",1985,2,35,641,194
"2660",1985,2,36,709,64
"2661",1985,2,37,226,57
"2662",1985,2,38,1772,177.5
"2663",1985,2,39,268,40.5
"2664",1985,2,40,482,633
"2665",1985,2,41,2,55
"2666",1985,2,42,40.3333333333333,39.6666666666667
"2667",1985,2,43,310,2
"2668",1985,2,44,0,59
"2669",1985,2,45,0,64
"2670",1985,2,46,0,62
"2671",1985,2,47,0,31
"2672",1985,2,48,0,38
"2673",1985,2,49,415,396
"2674",1985,2,50,5230,6413
"2675",1985,2,51,2394,1811
"2676",1985,2,52,18,1
"2677",1985,2,53,665,614
"2678",1985,2,54,5,16
"2679",1985,2,55,24,71
"2680",1985,2,56,375,664
"2681",1985,2,57,75,791
"2682",1985,2,58,8,0
"2683",1985,2,59,111,241
"2684",1985,2,60,62,35
"2685",1985,2,61,23,16
"2686",1985,2,62,75,151
"2687",1985,2,63,44,29.5
"2688",1985,2,64,115.5,53.5
"2689",1985,3,1,589,1382
"2690",1985,3,2,10,4
"2691",1985,3,3,0,26
"2692",1985,3,4,53,60
"2693",1985,3,5,350,58
"2694",1985,3,6,2444,254
"2695",1985,3,7,51,176
"2696",1985,3,8,0,0
"2697",1985,3,9,36,12
"2698",1985,3,10,57,5
"2699",1985,3,11,32,20
"2700",1985,3,12,27,7
"2701",1985,3,13,23,3
"2702",1985,3,14,53,63
"2703",1985,3,15,245,0
"2704",1985,3,16,239,1
"2705",1985,3,17,128,6
"2706",1985,3,18,192,9
"2707",1985,3,19,37,2
"2708",1985,3,20,0,0
"2709",1985,3,21,0,0
"2710",1985,3,22,64,1
"2711",1985,3,23,0,0
"2712",1985,3,24,33,0
"2713",1985,3,25,31,0
"2714",1985,3,26,36,0
"2715",1985,3,27,0,0
"2716",1985,3,28,0,0
"2717",1985,3,29,64,17
"2718",1985,3,30,49,15
"2719",1985,3,31,20,3
"2720",1985,3,32,0,0
"2721",1985,3,33,32,2
"2722",1985,3,34,0,0
"2723",1985,3,35,27,17
"2724",1985,3,36,0,0
"2725",1985,3,37,0,0
"2726",1985,3,38,282,51.5
"2727",1985,3,39,45,10
"2728",1985,3,40,159,157
"2729",1985,3,41,0,19
"2730",1985,3,42,0,0
"2731",1985,3,43,0,0
"2732",1985,3,44,0,225
"2733",1985,3,45,2,213
"2734",1985,3,46,0,122
"2735",1985,3,47,19,31
"2736",1985,3,48,0,59
"2737",1985,3,49,0,0
"2738",1985,3,50,0,0
"2739",1985,3,51,0,0
"2740",1985,3,52,0,0
"2741",1985,3,53,0,0
"2742",1985,3,54,0,0
"2743",1985,3,55,0,0
"2744",1985,3,56,0,0
"2745",1985,3,57,0,0
"2746",1985,3,58,0,0
"2747",1985,3,59,46,105.5
"2748",1985,3,60,112,86
"2749",1985,3,61,57,34
"2750",1985,3,62,16,97
"2751",1985,3,63,4.5,8.5
"2752",1985,3,64,21.5,7.5
"2753",1985,4,1,9552,21681
"2754",1985,4,2,3117,2339
"2755",1985,4,3,2695,1717
"2756",1985,4,4,1639,2771
"2757",1985,4,5,28013,2748
"2758",1985,4,6,83156,4435
"2759",1985,4,7,7261,4259
"2760",1985,4,8,1758,192
"2761",1985,4,9,1744,570
"2762",1985,4,10,1435,132
"2763",1985,4,11,1524,391
"2764",1985,4,12,145,60
"2765",1985,4,13,142,21
"2766",1985,4,14,624,86
"2767",1985,4,15,10402,16
"2768",1985,4,16,13108,178
"2769",1985,4,17,12665,315
"2770",1985,4,18,3770,209
"2771",1985,4,19,632,53
"2772",1985,4,20,149,4
"2773",1985,4,21,65,3
"2774",1985,4,22,559,6
"2775",1985,4,23,0,0
"2776",1985,4,24,65,0
"2777",1985,4,25,355,4
"2778",1985,4,26,3979,144
"2779",1985,4,27,64,17
"2780",1985,4,28,886,22
"2781",1985,4,29,1217,120
"2782",1985,4,30,863,177
"2783",1985,4,31,310,9
"2784",1985,4,32,1026,50
"2785",1985,4,33,307,2
"2786",1985,4,34,0,0
"2787",1985,4,35,1205,320
"2788",1985,4,36,682,30
"2789",1985,4,37,153,121
"2790",1985,4,38,1365,290
"2791",1985,4,39,986.5,243
"2792",1985,4,40,2453,4057
"2793",1985,4,41,4,91
"2794",1985,4,42,154.5,358.5
"2795",1985,4,43,0,0
"2796",1985,4,44,0,1775
"2797",1985,4,45,25,1800
"2798",1985,4,46,0,1250
"2799",1985,4,47,0,111
"2800",1985,4,48,16,1592
"2801",1985,4,49,1682,2373
"2802",1985,4,50,0,0
"2803",1985,4,51,0,0
"2804",1985,4,52,0,0
"2805",1985,4,53,0,0
"2806",1985,4,54,0,0
"2807",1985,4,55,0,0
"2808",1985,4,56,0,0
"2809",1985,4,57,0,0
"2810",1985,4,58,3187,1216
"2811",1985,4,59,176,814.5
"2812",1985,4,60,540,528
"2813",1985,4,61,701,723
"2814",1985,4,62,443,4149
"2815",1985,4,63,574.5,364
"2816",1985,4,64,148.5,232
"2817",1986,1,1,11363,24897
"2818",1986,1,2,3406,2612
"2819",1986,1,3,2951,1925
"2820",1986,1,4,2594,3610
"2821",1986,1,5,31817,3255
"2822",1986,1,6,92852,5206
"2823",1986,1,7,7523,4629
"2824",1986,1,8,2172,260
"2825",1986,1,9,2505,847
"2826",1986,1,10,2822,299
"2827",1986,1,11,2300,749
"2828",1986,1,12,837,306
"2829",1986,1,13,607,98
"2830",1986,1,14,1083,248
"2831",1986,1,15,15805,36
"2832",1986,1,16,19467,410
"2833",1986,1,17,15195,418
"2834",1986,1,18,7738,561
"2835",1986,1,19,1460,76
"2836",1986,1,20,395,7
"2837",1986,1,21,370,7
"2838",1986,1,22,1685,23
"2839",1986,1,23,474,83
"2840",1986,1,24,231,1
"2841",1986,1,25,531,12
"2842",1986,1,26,4342,198
"2843",1986,1,27,231,47
"2844",1986,1,28,1740,84
"2845",1986,1,29,2485,435
"2846",1986,1,30,1843,575
"2847",1986,1,31,1165,26
"2848",1986,1,32,1222,67
"2849",1986,1,33,866,46
"2850",1986,1,34,145,27
"2851",1986,1,35,1848,577
"2852",1986,1,36,1366,97
"2853",1986,1,37,370,185
"2854",1986,1,38,3413,594.5
"2855",1986,1,39,1345.5,284
"2856",1986,1,40,2973,4864
"2857",1986,1,41,2,200
"2858",1986,1,42,143.333333333333,277.666666666667
"2859",1986,1,43,304,12
"2860",1986,1,44,0,2100
"2861",1986,1,45,18,2159
"2862",1986,1,46,0,1468
"2863",1986,1,47,16,197
"2864",1986,1,48,12,1745
"2865",1986,1,49,2055,2700
"2866",1986,1,50,5301,6353
"2867",1986,1,51,2391,1715
"2868",1986,1,52,19,5
"2869",1986,1,53,694,597
"2870",1986,1,54,6,10
"2871",1986,1,55,27,59
"2872",1986,1,56,384,675
"2873",1986,1,57,81,765
"2874",1986,1,58,3245,1230
"2875",1986,1,59,357.5,1121
"2876",1986,1,60,689,670
"2877",1986,1,61,814,732
"2878",1986,1,62,563,4463
"2879",1986,1,63,656,398.5
"2880",1986,1,64,276.5,286.5
"2881",1986,2,1,1065,1414
"2882",1986,2,2,354,230
"2883",1986,2,3,219,156
"2884",1986,2,4,825,760
"2885",1986,2,5,3793,471
"2886",1986,2,6,7309,571
"2887",1986,2,7,233,87
"2888",1986,2,8,430,63
"2889",1986,2,9,907,231
"2890",1986,2,10,1212,140
"2891",1986,2,11,882,287
"2892",1986,2,12,663,225
"2893",1986,2,13,467,78
"2894",1986,2,14,219,40
"2895",1986,2,15,4383,20
"2896",1986,2,16,5319,169
"2897",1986,2,17,3288,105
"2898",1986,2,18,3588,329
"2899",1986,2,19,742,27
"2900",1986,2,20,247,2
"2901",1986,2,21,314,6
"2902",1986,2,22,980,22
"2903",1986,2,23,474,83
"2904",1986,2,24,140,0
"2905",1986,2,25,103,2
"2906",1986,2,26,119,5
"2907",1986,2,27,157,36
"2908",1986,2,28,851,57
"2909",1986,2,29,1238,284
"2910",1986,2,30,938,380
"2911",1986,2,31,809,22
"2912",1986,2,32,216,34
"2913",1986,2,33,511,43
"2914",1986,2,34,145,27
"2915",1986,2,35,616,209
"2916",1986,2,36,696,63
"2917",1986,2,37,206,63
"2918",1986,2,38,1855.5,232.5
"2919",1986,2,39,355,44
"2920",1986,2,40,437,639
"2921",1986,2,41,0,75
"2922",1986,2,42,41.3333333333333,35.6666666666667
"2923",1986,2,43,304,12
"2924",1986,2,44,0,57
"2925",1986,2,45,0,63
"2926",1986,2,46,0,60
"2927",1986,2,47,0,33
"2928",1986,2,48,0,32
"2929",1986,2,49,435,396
"2930",1986,2,50,5301,6353
"2931",1986,2,51,2391,1715
"2932",1986,2,52,19,5
"2933",1986,2,53,694,597
"2934",1986,2,54,6,10
"2935",1986,2,55,27,59
"2936",1986,2,56,384,675
"2937",1986,2,57,81,765
"2938",1986,2,58,12,0
"2939",1986,2,59,107.5,231.5
"2940",1986,2,60,70,27
"2941",1986,2,61,28,14
"2942",1986,2,62,80,144
"2943",1986,2,63,42.5,37.5
"2944",1986,2,64,123,47
"2945",1986,3,1,565,1441
"2946",1986,3,2,13,11
"2947",1986,3,3,1,36
"2948",1986,3,4,39,51
"2949",1986,3,5,366,70
"2950",1986,3,6,2547,294
"2951",1986,3,7,50,185
"2952",1986,3,8,0,0
"2953",1986,3,9,37,11
"2954",1986,3,10,52,5
"2955",1986,3,11,37,12
"2956",1986,3,12,28,11
"2957",1986,3,13,14,2
"2958",1986,3,14,56,64
"2959",1986,3,15,263,0
"2960",1986,3,16,256,7
"2961",1986,3,17,141,8
"2962",1986,3,18,162,12
"2963",1986,3,19,35,0
"2964",1986,3,20,0,0
"2965",1986,3,21,0,0
"2966",1986,3,22,91,1
"2967",1986,3,23,0,0
"2968",1986,3,24,26,0
"2969",1986,3,25,24,0
"2970",1986,3,26,33,1
"2971",1986,3,27,0,0
"2972",1986,3,28,0,0
"2973",1986,3,29,84,22
"2974",1986,3,30,47,17
"2975",1986,3,31,28,2
"2976",1986,3,32,0,0
"2977",1986,3,33,38,1
"2978",1986,3,34,0,0
"2979",1986,3,35,21,17
"2980",1986,3,36,0,0
"2981",1986,3,37,0,0
"2982",1986,3,38,260,56
"2983",1986,3,39,48,10
"2984",1986,3,40,178,147
"2985",1986,3,41,0,27
"2986",1986,3,42,0,0
"2987",1986,3,43,0,0
"2988",1986,3,44,0,225
"2989",1986,3,45,0,213
"2990",1986,3,46,0,129
"2991",1986,3,47,16,33
"2992",1986,3,48,0,62
"2993",1986,3,49,0,0
"2994",1986,3,50,0,0
"2995",1986,3,51,0,0
"2996",1986,3,52,0,0
"2997",1986,3,53,0,0
"2998",1986,3,54,0,0
"2999",1986,3,55,0,0
"3000",1986,3,56,0,0
"3001",1986,3,57,0,0
"3002",1986,3,58,0,0
"3003",1986,3,59,54,123.5
"3004",1986,3,60,111,89
"3005",1986,3,61,61,35
"3006",1986,3,62,29,105
"3007",1986,3,63,2.5,10.5
"3008",1986,3,64,23,8
"3009",1986,4,1,9733,22042
"3010",1986,4,2,3039,2371
"3011",1986,4,3,2731,1733
"3012",1986,4,4,1730,2799
"3013",1986,4,5,27658,2714
"3014",1986,4,6,82996,4341
"3015",1986,4,7,7240,4357
"3016",1986,4,8,1742,197
"3017",1986,4,9,1561,605
"3018",1986,4,10,1558,154
"3019",1986,4,11,1381,450
"3020",1986,4,12,146,70
"3021",1986,4,13,126,18
"3022",1986,4,14,808,144
"3023",1986,4,15,11159,16
"3024",1986,4,16,13892,234
"3025",1986,4,17,11766,305
"3026",1986,4,18,3988,220
"3027",1986,4,19,683,49
"3028",1986,4,20,148,5
"3029",1986,4,21,56,1
"3030",1986,4,22,614,0
"3031",1986,4,23,0,0
"3032",1986,4,24,65,1
"3033",1986,4,25,404,10
"3034",1986,4,26,4190,192
"3035",1986,4,27,74,11
"3036",1986,4,28,889,27
"3037",1986,4,29,1163,129
"3038",1986,4,30,858,178
"3039",1986,4,31,328,2
"3040",1986,4,32,1006,33
"3041",1986,4,33,317,2
"3042",1986,4,34,0,0
"3043",1986,4,35,1211,351
"3044",1986,4,36,670,34
"3045",1986,4,37,164,122
"3046",1986,4,38,1297.5,306
"3047",1986,4,39,942.5,230
"3048",1986,4,40,2358,4078
"3049",1986,4,41,2,98
"3050",1986,4,42,153,363
"3051",1986,4,43,0,0
"3052",1986,4,44,0,1818
"3053",1986,4,45,18,1883
"3054",1986,4,46,0,1279
"3055",1986,4,47,0,131
"3056",1986,4,48,12,1651
"3057",1986,4,49,1620,2304
"3058",1986,4,50,0,0
"3059",1986,4,51,0,0
"3060",1986,4,52,0,0
"3061",1986,4,53,0,0
"3062",1986,4,54,0,0
"3063",1986,4,55,0,0
"3064",1986,4,56,0,0
"3065",1986,4,57,0,0
"3066",1986,4,58,3233,1230
"3067",1986,4,59,196,766
"3068",1986,4,60,508,554
"3069",1986,4,61,725,683
"3070",1986,4,62,454,4214
"3071",1986,4,63,611,350.5
"3072",1986,4,64,130.5,231.5
"3073",1987,1,1,11072,26305
"3074",1987,1,2,3401,2860
"3075",1987,1,3,3015,1871
"3076",1987,1,4,2638,3802
"3077",1987,1,5,31822,3792
"3078",1987,1,6,91031,5727
"3079",1987,1,7,7695,4576
"3080",1987,1,8,2491,310
"3081",1987,1,9,2700,860
"3082",1987,1,10,3022,311
"3083",1987,1,11,2594,810
"3084",1987,1,12,837,342
"3085",1987,1,13,578,101
"3086",1987,1,14,955,213
"3087",1987,1,15,16218,49
"3088",1987,1,16,20085,509
"3089",1987,1,17,15775,478
"3090",1987,1,18,8283,647
"3091",1987,1,19,1480,87
"3092",1987,1,20,420,9
"3093",1987,1,21,376,8
"3094",1987,1,22,1608,17
"3095",1987,1,23,459,52
"3096",1987,1,24,203,5
"3097",1987,1,25,545,12
"3098",1987,1,26,4236,253
"3099",1987,1,27,204,49
"3100",1987,1,28,2008,101
"3101",1987,1,29,2521,443
"3102",1987,1,30,1895,605
"3103",1987,1,31,1190,35
"3104",1987,1,32,1240,93
"3105",1987,1,33,890,48
"3106",1987,1,34,165,26
"3107",1987,1,35,1872,611
"3108",1987,1,36,1411,125
"3109",1987,1,37,331,185
"3110",1987,1,38,3419.5,663.5
"3111",1987,1,39,1345.5,330
"3112",1987,1,40,3028,5173
"3113",1987,1,41,2,202
"3114",1987,1,42,156,298.666666666667
"3115",1987,1,43,308,12
"3116",1987,1,44,0,2214
"3117",1987,1,45,30,2148
"3118",1987,1,46,1,1580
"3119",1987,1,47,8,171
"3120",1987,1,48,23,1704
"3121",1987,1,49,1934,2650
"3122",1987,1,50,5059,6798
"3123",1987,1,51,2269,1831
"3124",1987,1,52,10,6
"3125",1987,1,53,684,621
"3126",1987,1,54,4,23
"3127",1987,1,55,27,56
"3128",1987,1,56,369,724
"3129",1987,1,57,95,779
"3130",1987,1,58,3239,1313
"3131",1987,1,59,372.5,1128
"3132",1987,1,60,672,657
"3133",1987,1,61,801,750
"3134",1987,1,62,527,4670
"3135",1987,1,63,678.5,451.5
"3136",1987,1,64,315.5,304
"3137",1987,2,1,1018,1596
"3138",1987,2,2,311,226
"3139",1987,2,3,251,174
"3140",1987,2,4,794,737
"3141",1987,2,5,3826,563
"3142",1987,2,6,7125,727
"3143",1987,2,7,235,88
"3144",1987,2,8,567,112
"3145",1987,2,9,930,243
"3146",1987,2,10,1240,128
"3147",1987,2,11,908,338
"3148",1987,2,12,649,260
"3149",1987,2,13,446,81
"3150",1987,2,14,243,56
"3151",1987,2,15,4594,15
"3152",1987,2,16,5457,194
"3153",1987,2,17,3315,115
"3154",1987,2,18,3838,368
"3155",1987,2,19,793,28
"3156",1987,2,20,239,6
"3157",1987,2,21,336,6
"3158",1987,2,22,896,12
"3159",1987,2,23,459,52
"3160",1987,2,24,109,4
"3161",1987,2,25,116,0
"3162",1987,2,26,124,12
"3163",1987,2,27,130,40
"3164",1987,2,28,976,67
"3165",1987,2,29,1227,314
"3166",1987,2,30,980,386
"3167",1987,2,31,849,25
"3168",1987,2,32,215,41
"3169",1987,2,33,556,36
"3170",1987,2,34,165,26
"3171",1987,2,35,669,226
"3172",1987,2,36,752,95
"3173",1987,2,37,202,61
"3174",1987,2,38,1914,280
"3175",1987,2,39,335.5,62.5
"3176",1987,2,40,480,655
"3177",1987,2,41,0,76
"3178",1987,2,42,37,43
"3179",1987,2,43,308,12
"3180",1987,2,44,0,55
"3181",1987,2,45,0,65
"3182",1987,2,46,0,64
"3183",1987,2,47,0,34
"3184",1987,2,48,0,33
"3185",1987,2,49,406,412
"3186",1987,2,50,5059,6798
"3187",1987,2,51,2269,1831
"3188",1987,2,52,10,6
"3189",1987,2,53,684,621
"3190",1987,2,54,4,23
"3191",1987,2,55,27,56
"3192",1987,2,56,369,724
"3193",1987,2,57,95,779
"3194",1987,2,58,11,0
"3195",1987,2,59,113.5,229.5
"3196",1987,2,60,66,30
"3197",1987,2,61,35,16
"3198",1987,2,62,74,154
"3199",1987,2,63,53.5,29.5
"3200",1987,2,64,116.5,51.5
"3201",1987,3,1,551,1468
"3202",1987,3,2,18,12
"3203",1987,3,3,0,32
"3204",1987,3,4,62,99
"3205",1987,3,5,306,74
"3206",1987,3,6,2523,394
"3207",1987,3,7,46,155
"3208",1987,3,8,0,0
"3209",1987,3,9,19,14
"3210",1987,3,10,44,5
"3211",1987,3,11,50,12
"3212",1987,3,12,29,9
"3213",1987,3,13,19,3
"3214",1987,3,14,57,66
"3215",1987,3,15,265,0
"3216",1987,3,16,273,12
"3217",1987,3,17,132,8
"3218",1987,3,18,191,21
"3219",1987,3,19,35,2
"3220",1987,3,20,0,0
